id,processid,type,corpus,normalize_corpus,create_time,update_time,add_user,source,mask
94,baseline,关联人,我们是一家,我们是一家,2018-08-16 17:41:38,,shipeng.wang,,0
95,baseline,关联人,是家里人,是家里人,2018-08-16 17:41:38,,shipeng.wang,,0
96,baseline,关联人,是我女儿,是女儿,2018-08-16 17:41:38,,shipeng.wang,,0
111,baseline,关联人,是他家人,是家人,2018-08-16 17:41:38,,shipeng.wang,,0
113,baseline,关联人,是他爱人,是爱人,2018-08-16 17:41:38,,shipeng.wang,,0
116,baseline,关联人,是他爸爸,是爸爸,2018-08-16 17:41:38,,shipeng.wang,,0
118,baseline,关联人,是他老公,是老公,2018-08-16 17:41:38,,shipeng.wang,,0
120,baseline,关联人,我转告他一下,转告一下,2018-08-16 17:41:38,,shipeng.wang,,0
121,baseline,关联人,我们是,我们是,2018-08-16 17:41:38,,shipeng.wang,,0
123,baseline,非关联人,我不认识,不认识,2018-08-16 17:41:38,,shipeng.wang,,0
125,baseline,非关联人,我不知道你打他电话,不知道打电话,2018-08-16 17:41:38,,shipeng.wang,,0
129,baseline,非关联人,不认识这个电话号码,不认识电话号码,2018-08-16 17:41:38,,shipeng.wang,,0
131,baseline,非关联人,打错了,打错了,2018-08-16 17:41:38,,shipeng.wang,,0
132,baseline,非关联人,搞错了,搞错了,2018-08-16 17:41:38,,shipeng.wang,,0
135,baseline,已还款,你现在扣款,现在扣款,2018-08-16 17:41:38,,shipeng.wang,,0
136,baseline,已还款,我还了,还了,2018-08-16 17:41:38,,shipeng.wang,,0
137,baseline,已还款,我不是还款了吗,不是还款了吗,2018-08-16 17:41:38,,shipeng.wang,,0
138,baseline,已还款,已经还款了,已经还款了,2018-08-16 17:41:38,,shipeng.wang,,0
140,baseline,已还款,不是划了吗,不是划了吗,2018-08-16 17:41:38,,shipeng.wang,,0
141,baseline,已还款,不是已经操作了吗,不是已经操作了吗,2018-08-16 17:41:38,,shipeng.wang,,0
142,baseline,已还款,不是扣完了,不是扣完了,2018-08-16 17:41:38,,shipeng.wang,,0
143,baseline,已还款,刚想起来钱已经还过了,刚想起来钱已经还过了,2018-08-16 17:41:38,,shipeng.wang,,0
144,baseline,已还款,刚才还了,刚才还了,2018-08-16 17:41:38,,shipeng.wang,,0
146,baseline,已还款,刚还了,刚还了,2018-08-16 17:41:38,,shipeng.wang,,0
147,baseline,已还款,前天已经还过了,前天已经还过了,2018-08-16 17:41:38,,shipeng.wang,,0
148,baseline,已还款,已经到账了,已经账了,2018-08-16 17:41:38,,shipeng.wang,,0
149,baseline,已还款,已经处理了,已经处理了,2018-08-16 17:41:38,,shipeng.wang,,0
150,baseline,已还款,已经处理了怎么还打电话,已经处理了怎么还打电话,2018-08-16 17:41:38,,shipeng.wang,,0
151,baseline,已还款,已经显示还完了,已经显示还完了,2018-08-16 17:41:38,,shipeng.wang,,0
152,baseline,已还款,已经还了,已经还了,2018-08-16 17:41:38,,shipeng.wang,,0
153,baseline,已还款,已经还上了,已经还上了,2018-08-16 17:41:38,,shipeng.wang,,0
154,baseline,已还款,已经还了查账去,已经还了查账去,2018-08-16 17:41:38,,shipeng.wang,,0
155,baseline,已还款,已经还过了,已经还过了,2018-08-16 17:41:38,,shipeng.wang,,0
156,baseline,已还款,已经还进去了,已经还进去了,2018-08-16 17:41:38,,shipeng.wang,,0
159,baseline,已还款,早就还了,早就还了,2018-08-16 17:41:38,,shipeng.wang,,0
160,baseline,已还款,早就还掉了,早就还掉了,2018-08-16 17:41:38,,shipeng.wang,,0
161,baseline,已还款,昨天已经还了,昨天已经还了,2018-08-16 17:41:38,,shipeng.wang,,0
162,baseline,已还款,最近还了,最近还了,2018-08-16 17:41:38,,shipeng.wang,,0
163,baseline,已还款,系统已经显示还完了,系统已经显示还完了,2018-08-16 17:41:38,,shipeng.wang,,0
164,baseline,已还款,肯定是还完了,肯定是还完了,2018-08-16 17:41:38,,shipeng.wang,,0
165,baseline,已还款,还完了,还完了,2018-08-16 17:41:38,,shipeng.wang,,0
166,baseline,已还款,我已经结清了,已经结清了,2018-08-16 17:41:38,,shipeng.wang,,0
167,baseline,已还款,我存进去了,存进去了,2018-08-16 17:41:38,,shipeng.wang,,0
168,baseline,已还款,我早就还进去了,早就还进去了,2018-08-16 17:41:38,,shipeng.wang,,0
169,baseline,已还款,行交费了,行交费了,2018-08-16 17:41:38,,shipeng.wang,,0
170,baseline,已还款,但是我昨天就还了呀,但是昨天就还了,2018-08-16 17:41:38,,shipeng.wang,,0
171,baseline,已还款,哦我知道你那个那个还款的话那个还款我昨天已经还了转账它可能今天中午才能到账,知道还款昨天已经还了转账它可能今天中午才能账,2018-08-16 17:41:38,,shipeng.wang,,0
172,baseline,已还款,不是已经今天还了吗,不是已经今天还了吗,2018-08-16 17:41:38,,shipeng.wang,,0
173,baseline,已还款,我已经转给你们了,已经转给了,2018-08-16 17:41:38,,shipeng.wang,,0
174,baseline,已还款,全部结清了我还了,全部结清了还了,2018-08-16 17:41:38,,shipeng.wang,,0
175,baseline,已还款,我划款了,划款了,2018-08-16 17:41:38,,shipeng.wang,,0
176,baseline,已还款,钱结清了,钱结清了,2018-08-16 17:41:38,,shipeng.wang,,0
177,baseline,已还款,结清了,结清了,2018-08-16 17:41:38,,shipeng.wang,,0
178,baseline,已还款,我这边处理好了,处理好了,2018-08-16 17:41:38,,shipeng.wang,,0
180,baseline,已还款,我昨天这个款就还进去了,昨天款就还进去了,2018-08-16 17:41:38,,shipeng.wang,,0
181,baseline,已还款,不是已经还了吗,不是已经还了吗,2018-08-16 17:41:38,,shipeng.wang,,0
184,baseline,已还款,已经交了,已经交了,2018-08-16 17:41:38,,shipeng.wang,,0
185,baseline,已还款,我这个月不是还了吗,月不是还了吗,2018-08-16 17:41:38,,shipeng.wang,,0
186,baseline,已还款,哦我刚刚还完了,刚刚还完了,2018-08-16 17:41:38,,shipeng.wang,,0
187,baseline,已还款,我都处理完了,处理完了,2018-08-16 17:41:38,,shipeng.wang,,0
188,baseline,已还款,已经刷走了,已经刷走了,2018-08-16 17:41:38,,shipeng.wang,,0
189,baseline,已还款,存上去了,存上去了,2018-08-16 17:41:38,,shipeng.wang,,0
190,baseline,已还款,已经还掉了,已经还掉了,2018-08-16 17:41:38,,shipeng.wang,,0
191,baseline,已还款,我存完钱了,存完钱了,2018-08-16 17:41:38,,shipeng.wang,,0
192,baseline,已还款,早上存进去了,早上存进去了,2018-08-16 17:41:38,,shipeng.wang,,0
193,baseline,已还款,已经存上了,已经存上了,2018-08-16 17:41:38,,shipeng.wang,,0
194,baseline,已还款,我知道我刚我早上收到短信但是我那个卡里边现在钱已经到到账了啊,知道刚早上收到短信但是卡现在钱已经账了,2018-08-16 17:41:38,,shipeng.wang,,0
195,baseline,已还款,我知道昨天晚上我已经还上去了,知道昨天晚上已经还上去了,2018-08-16 17:41:38,,shipeng.wang,,0
196,baseline,已还款,我都还过去了,还过去了,2018-08-16 17:41:38,,shipeng.wang,,0
197,baseline,已还款,昨天打过去了,昨天打过去了,2018-08-16 17:41:38,,shipeng.wang,,0
198,baseline,已还款,不是我昨天钱已经打过去了,不是昨天钱已经打过去了,2018-08-16 17:41:38,,shipeng.wang,,0
199,baseline,已还款,我昨天已经存到了好不好,昨天已经存了好不好,2018-08-16 17:41:38,,shipeng.wang,,0
200,baseline,已还款,我刚才转过去了呀,刚才转过去了,2018-08-16 17:41:38,,shipeng.wang,,0
201,baseline,已还款,我已经那个返过去了呀,已经返过去了,2018-08-16 17:41:38,,shipeng.wang,,0
202,baseline,已还款,我已经付掉了,已经付掉了,2018-08-16 17:41:38,,shipeng.wang,,0
204,baseline,已还款,你昨天晚上就已经扣款了,昨天晚上就已经扣款了,2018-08-16 17:41:38,,shipeng.wang,,0
205,baseline,已还款,我放进去了,放进去了,2018-08-16 17:41:38,,shipeng.wang,,0
206,baseline,已还款,我昨天晚上还进去啊,昨天晚上还进去,2018-08-16 17:41:38,,shipeng.wang,,0
207,baseline,已还款,我已经存完了,已经存完了,2018-08-16 17:41:38,,shipeng.wang,,0
208,baseline,已还款,我已经放到里头了,已经放到里头了,2018-08-16 17:41:38,,shipeng.wang,,0
209,baseline,已还款,我已经交过了,已经交过了,2018-08-16 17:41:38,,shipeng.wang,,0
210,baseline,已还款,我昨天晚上已经还掉了,昨天晚上已经还掉了,2018-08-16 17:41:38,,shipeng.wang,,0
211,baseline,已还款,我昨天晚上还了,昨天晚上还了,2018-08-16 17:41:38,,shipeng.wang,,0
212,baseline,已还款,已经还到那个信用卡里边了,已经还信用卡了,2018-08-16 17:41:38,,shipeng.wang,,0
213,baseline,已还款,我今天刚刚处理了,今天刚刚处理了,2018-08-16 17:41:38,,shipeng.wang,,0
214,baseline,已还款,昨天已经扣款了呀,昨天已经扣款了,2018-08-16 17:41:38,,shipeng.wang,,0
215,baseline,已还款,不是扣过了吗,不是扣过了吗,2018-08-16 17:41:38,,shipeng.wang,,0
216,baseline,已还款,昨天不是还上了吗,昨天不是还上了吗,2018-08-16 17:41:38,,shipeng.wang,,0
218,baseline,已还款,但是我记得我已经还了,但是记得已经还了,2018-08-16 17:41:38,,shipeng.wang,,0
219,baseline,已还款,呃我记得我已经还掉了呀,记得已经还掉了,2018-08-16 17:41:38,,shipeng.wang,,0
220,baseline,已还款,我已经存完钱了,已经存完钱了,2018-08-16 17:41:38,,shipeng.wang,,0
221,baseline,已还款,存完了,存完了,2018-08-16 17:41:38,,shipeng.wang,,0
222,baseline,已还款,现在就是那个钱已经存到卡上了,现在就是钱已经存卡上了,2018-08-16 17:41:38,,shipeng.wang,,0
223,baseline,已还款,我记得我之前已经还掉了,记得之前已经还掉了,2018-08-16 17:41:38,,shipeng.wang,,0
224,baseline,已还款,我还款已经还了不是我的问题,还款已经还了不是问题,2018-08-16 17:41:38,,shipeng.wang,,0
225,baseline,已还款,我现在上面有钱了他说已经扣了,现在上面有钱了说已经扣了,2018-08-16 17:41:38,,shipeng.wang,,0
226,baseline,已还款,我已经把钱存上扣过了,已经把钱存上扣过了,2018-08-16 17:41:38,,shipeng.wang,,0
227,baseline,清楚借款,嗯刚知道,刚知道,2018-08-16 17:41:38,,shipeng.wang,,0
230,baseline,清楚借款,现在知道了,现在知道了,2018-08-16 17:41:38,,shipeng.wang,,0
231,baseline,清楚借款,马上就还,马上就还,2018-08-16 17:41:38,,shipeng.wang,,0
232,baseline,清楚借款,都忘了那我马上就能自己马上就到账,忘了马上就能自己马上就账,2018-08-16 17:41:38,,shipeng.wang,,0
234,baseline,清楚借款,好我会尽快处理好吗,好我会尽快处理好吗,2018-08-16 17:41:38,,shipeng.wang,,0
237,baseline,清楚借款,怎么了,怎么了,2018-08-16 17:41:38,,shipeng.wang,,0
240,baseline,清楚借款,手机丢了,手机丢了,2018-08-16 17:41:38,,shipeng.wang,,0
252,baseline,清楚借款,没有钱,没有钱,2018-08-16 17:41:38,,shipeng.wang,,0
260,baseline,清楚借款,行我知道这件事情,行知道这件事情,2018-08-16 17:41:38,,shipeng.wang,,0
268,baseline,清楚借款,马上还,马上还,2018-08-16 17:41:38,,shipeng.wang,,0
269,baseline,清楚借款,不是我知道这是但是他没扣跟我也没有关系啊,不是知道是但是没扣没有关系,2018-08-16 17:41:38,,shipeng.wang,,0
271,baseline,清楚借款,有印象我知道,有印象知道,2018-08-16 17:41:38,,shipeng.wang,,0
272,baseline,清楚借款,这个我车贷我知道了,车贷知道了,2018-08-16 17:41:38,,shipeng.wang,,0
273,baseline,清楚借款,我知道了你啥事你说,知道了啥事说,2018-08-16 17:41:38,,shipeng.wang,,0
274,baseline,清楚借款,啊好了有,好了有,2018-08-16 17:41:38,,shipeng.wang,,0
276,baseline,清楚借款,刚看到,刚看到,2018-08-16 17:41:38,,shipeng.wang,,0
279,baseline,清楚借款,我刚刚才知道,刚刚才知道,2018-08-16 17:41:38,,shipeng.wang,,0
280,baseline,清楚借款,我今天刚刚才知道,今天刚刚才知道,2018-08-16 17:41:38,,shipeng.wang,,0
281,baseline,清楚借款,我刚想起来,刚想起来,2018-08-16 17:41:38,,shipeng.wang,,0
282,baseline,清楚借款,哎哦有有有我确实有这个卡的,有确实有卡,2018-08-16 17:41:38,,shipeng.wang,,0
283,baseline,清楚借款,我知道但是我不知道逾期吧,知道但是不知道逾期,2018-08-16 17:41:38,,shipeng.wang,,0
285,baseline,清楚借款,有有有但是我手机没收到信息,有但是手机没收信息,2018-08-16 17:41:38,,shipeng.wang,,0
286,baseline,清楚借款,啊我我知道把贷那个贷款了打过来逾期了,知道把贷贷款了打过来逾期了,2018-08-16 17:41:38,,shipeng.wang,,0
289,baseline,清楚借款,啊我知道我我办我办理的,知道办办理,2018-08-16 17:41:38,,shipeng.wang,,0
291,baseline,清楚借款,哦行可以我这两天来还,行可以两天来还,2018-08-16 17:41:38,,shipeng.wang,,0
293,baseline,清楚借款,哎我说知道了您仅为什么呀啊,说知道了仅为什么,2018-08-16 17:41:38,,shipeng.wang,,0
294,baseline,清楚借款,哦好的我等一下处理一下,好等一下处理一下,2018-08-16 17:41:38,,shipeng.wang,,0
296,baseline,清楚借款,我知道了,知道了,2018-08-16 17:41:38,,shipeng.wang,,0
297,baseline,清楚借款,我知道我还呢,知道还,2018-08-16 17:41:38,,shipeng.wang,,0
298,baseline,清楚借款,哦刚才收到短信了,刚才收到短信了,2018-08-16 17:41:38,,shipeng.wang,,0
299,baseline,清楚借款,哦想起来了啊,想起来了,2018-08-16 17:41:38,,shipeng.wang,,0
302,baseline,清楚借款,忘记还了我还进去,忘记还了还进去,2018-08-16 17:41:38,,shipeng.wang,,0
305,baseline,不清楚借款,我没有欠款,没有欠款,2018-08-16 17:41:38,,shipeng.wang,,0
309,baseline,不清楚借款,打错了,打错了,2018-08-16 17:41:38,,shipeng.wang,,0
310,baseline,不清楚借款,搞错了,搞错了,2018-08-16 17:41:38,,shipeng.wang,,0
314,baseline,不清楚借款,不清楚,不清楚,2018-08-16 17:41:38,,shipeng.wang,,0
315,baseline,不清楚借款,不知道,不知道,2018-08-16 17:41:38,,shipeng.wang,,0
317,baseline,不清楚借款,不知道有这么回事,不知道有回事,2018-08-16 17:41:38,,shipeng.wang,,0
324,baseline,不清楚借款,我没有那个app,没有app,2018-08-16 17:41:38,,shipeng.wang,,0
325,baseline,不清楚借款,我不知道啊怎么了,不知道怎么了,2018-08-16 17:41:38,,shipeng.wang,,0
326,baseline,不清楚借款,啊不会吧,不会,2018-08-16 17:41:38,,shipeng.wang,,0
327,baseline,不清楚借款,呃这个我不知道幺零零,不知道零零,2018-08-16 17:41:38,,shipeng.wang,,0
329,baseline,不清楚借款,我不知道也没必要我不知道是哪天呢,不知道没必要不知道是哪天,2018-08-16 17:41:38,,shipeng.wang,,0
330,baseline,不清楚借款,我真忘了是啥了哪个啦,真忘了是啥了哪个,2018-08-16 17:41:38,,shipeng.wang,,0
331,baseline,不清楚借款,我不知道哎我不知道不知道我要跟他说唉怎么每次这个事情总是你其他,不知道不知道不知道要说怎么每次事情总是其他,2018-08-16 17:41:38,,shipeng.wang,,0
332,baseline,不清楚借款,我不知道这个事情,不知道事情,2018-08-16 17:41:38,,shipeng.wang,,0
333,baseline,不清楚借款,嗯我忘掉了,忘掉了,2018-08-16 17:41:38,,shipeng.wang,,0
334,baseline,不清楚借款,不知道出来了,不知道出来了,2018-08-16 17:41:38,,shipeng.wang,,0
335,baseline,不清楚借款,哦忘记了,忘记了,2018-08-16 17:41:38,,shipeng.wang,,0
337,baseline,不清楚借款,我知道一点点但是我不是特别清楚,知道一点点但是不是特别清楚,2018-08-16 17:41:38,,shipeng.wang,,0
338,baseline,不清楚借款,啊我不知道最近忙天天忙别的事情了,不知道最近忙天天忙别的事情了,2018-08-16 17:41:38,,shipeng.wang,,0
339,baseline,不清楚借款,我不知道我给忘记了,不知道给忘记了,2018-08-16 17:41:38,,shipeng.wang,,0
341,baseline,不清楚借款,什么什么事情我真不知道诶,什么事情真不知道,2018-08-16 17:41:38,,shipeng.wang,,0
342,baseline,不清楚借款,我是没借过款,是没借过款,2018-08-16 17:41:38,,shipeng.wang,,0
344,baseline,不清楚借款,啊我记得不是那个,记得不是,2018-08-16 17:41:38,,shipeng.wang,,0
346,baseline,不清楚借款,哦我我我忘记了不好意思马上我还上,忘记了不好意思马上还上,2018-08-16 17:41:38,,shipeng.wang,,0
348,baseline,不清楚借款,没有接到通知,没有接到通知,2018-08-16 17:41:38,,shipeng.wang,,0
349,baseline,不清楚借款,没有没有看就是不知道,没有看就是不知道,2018-08-16 17:41:38,,shipeng.wang,,0
350,baseline,不清楚借款,哦好忘记了,好忘记了,2018-08-16 17:41:38,,shipeng.wang,,0
351,baseline,不清楚借款,不知道我手机坏了没有短信,不知道手机坏了没有短信,2018-08-16 17:41:38,,shipeng.wang,,0
366,baseline,同意今日还款,那个我尽快还款可以吗,尽快还款可以吗,2018-08-16 17:41:38,,shipeng.wang,,0
367,baseline,同意今日还款,好好的谢谢你的这个处理的,好处理,2018-08-16 17:41:38,,shipeng.wang,,0
368,baseline,已还款,你从那个卡上面扣就可以了呀,从卡上面扣就可以了,2018-08-16 17:41:38,,shipeng.wang,,0
369,baseline,已还款,对呀对呀现在都可以扣了你为什么不扣呢,对现在可以扣了为什么不扣,2018-08-16 17:41:38,,shipeng.wang,,0
370,baseline,同意今日还款,一会处理,一会处理,2018-08-16 17:41:38,,shipeng.wang,,0
371,baseline,同意今日还款,马上就还,马上就还,2018-08-16 17:41:38,,shipeng.wang,,0
373,baseline,同意今日还款,今天回去就还了,今天回去就还了,2018-08-16 17:41:38,,shipeng.wang,,0
374,baseline,同意今日还款,今天可以的,今天可以,2018-08-16 17:41:38,,shipeng.wang,,0
375,baseline,同意今日还款,可以等会儿你等我晚上回去吧,可以等会儿等晚上回去,2018-08-16 17:41:38,,shipeng.wang,,0
376,baseline,同意今日还款,可以晚上吧,可以晚上,2018-08-16 17:41:38,,shipeng.wang,,0
377,baseline,同意今日还款,我等一下下午我去还,等一下下午去还,2018-08-16 17:41:38,,shipeng.wang,,0
378,baseline,同意今日还款,一会就处理,一会就处理,2018-08-16 17:41:38,,shipeng.wang,,0
381,baseline,同意今日还款,今天处理,今天处理,2018-08-16 17:41:38,,shipeng.wang,,0
382,baseline,同意今日还款,今天还,今天还,2018-08-16 17:41:38,,shipeng.wang,,0
383,baseline,同意今日还款,会,会,2018-08-16 17:41:38,,shipeng.wang,,0
385,baseline,同意今日还款,今天我尽量吧,今天尽量,2018-08-16 17:41:38,,shipeng.wang,,0
386,baseline,同意今日还款,今天就可以把它还完,今天就可以把它还完,2018-08-16 17:41:38,,shipeng.wang,,0
389,baseline,同意今日还款,好我知道了,好知道了,2018-08-16 17:41:38,,shipeng.wang,,0
390,baseline,同意今日还款,尽快还,尽快还,2018-08-16 17:41:38,,shipeng.wang,,0
391,baseline,同意今日还款,尽量,尽量,2018-08-16 17:41:38,,shipeng.wang,,0
395,baseline,同意今日还款,应该没问题,应该没问题,2018-08-16 17:41:38,,shipeng.wang,,0
396,baseline,同意今日还款,晚上还,晚上还,2018-08-16 17:41:38,,shipeng.wang,,0
397,baseline,同意今日还款,没问题,没问题,2018-08-16 17:41:38,,shipeng.wang,,0
399,baseline,同意今日还款,现在处理进去好吧,现在处理进去好,2018-08-16 17:41:38,,shipeng.wang,,0
400,baseline,同意今日还款,现在正在弄,现在正在弄,2018-08-16 17:41:38,,shipeng.wang,,0
401,baseline,同意今日还款,现在还,现在还,2018-08-16 17:41:38,,shipeng.wang,,0
404,baseline,同意今日还款,肯定可以,肯定可以,2018-08-16 17:41:38,,shipeng.wang,,0
405,baseline,同意今日还款,肯定能还,肯定能还,2018-08-16 17:41:38,,shipeng.wang,,0
406,baseline,同意今日还款,能处理好,能处理好,2018-08-16 17:41:38,,shipeng.wang,,0
408,baseline,同意今日还款,我还,还,2018-08-16 17:41:38,,shipeng.wang,,0
409,baseline,同意今日还款,还上可以了好吧,还上可以了好,2018-08-16 17:41:38,,shipeng.wang,,0
410,baseline,同意今日还款,这就处理,就处理,2018-08-16 17:41:38,,shipeng.wang,,0
412,baseline,同意今日还款,可以我一会就办,可以一会就办,2018-08-16 17:41:38,,shipeng.wang,,0
413,baseline,同意今日还款,今天能我一会就给它处理了,今天能一会就给它处理了,2018-08-16 17:41:38,,shipeng.wang,,0
414,baseline,同意今日还款,我知道了我一会就处理的啊就是忙呀因为我就成,知道了一会就处理就是忙就成,2018-08-16 17:41:38,,shipeng.wang,,0
415,baseline,同意今日还款,啊对呀你自己扣我那个那个农业银行,对自己扣农业银行,2018-08-16 17:41:38,,shipeng.wang,,0
416,baseline,不同意今日还款,今天不行今天没钱,今天不行今天没钱,2018-08-16 17:41:38,,shipeng.wang,,0
417,baseline,不同意今日还款,今天还不了,今天还不了,2018-08-16 17:41:38,,shipeng.wang,,0
418,baseline,同意今日还款,我知道我今天会存进去的,知道今天会存进去,2018-08-16 17:41:38,,shipeng.wang,,0
419,baseline,同意今日还款,行应该能吧,行应该能,2018-08-16 17:41:38,,shipeng.wang,,0
420,baseline,同意今日还款,我说我卡里有钱能能,说卡里有钱能,2018-08-16 17:41:38,,shipeng.wang,,0
421,baseline,同意今日还款,可以呀可以呀我现在忙,可以现在忙,2018-08-16 17:41:38,,shipeng.wang,,0
422,baseline,同意今日还款,好的能打,好能打,2018-08-16 17:41:38,,shipeng.wang,,0
423,baseline,同意今日还款,好今天就还上了,好今天就还上了,2018-08-16 17:41:38,,shipeng.wang,,0
424,baseline,同意今日还款,一会看看吧,一会看看,2018-08-16 17:41:38,,shipeng.wang,,0
426,baseline,同意今日还款,今天我安排一下好吧,今天安排一下好,2018-08-16 17:41:38,,shipeng.wang,,0
427,baseline,同意今日还款,今天上午好,今天上午好,2018-08-16 17:41:38,,shipeng.wang,,0
428,baseline,同意今日还款,我今天现在就处理晚上你们扣款,今天现在就处理晚上扣款,2018-08-16 17:41:38,,shipeng.wang,,0
429,baseline,同意今日还款,可以的我马上就能付,可以马上就能付,2018-08-16 17:41:38,,shipeng.wang,,0
430,baseline,同意今日还款,我说我一会能存上了,说一会能存上了,2018-08-16 17:41:38,,shipeng.wang,,0
431,baseline,同意今日还款,可以马上就到账,可以马上就账,2018-08-16 17:41:38,,shipeng.wang,,0
432,baseline,同意今日还款,我说我一会就能存了,说一会就能存了,2018-08-16 17:41:38,,shipeng.wang,,0
434,baseline,同意今日还款,嗯好的我会处理,好我会处理,2018-08-16 17:41:38,,shipeng.wang,,0
435,baseline,同意今日还款,嗯我看看我一会有空去还了,看看一会有空去还了,2018-08-16 17:41:38,,shipeng.wang,,0
436,baseline,同意今日还款,嗯今天我安排还,今天安排还,2018-08-16 17:41:38,,shipeng.wang,,0
437,baseline,同意今日还款,我说等一下我转过去,说等一下转过去,2018-08-16 17:41:38,,shipeng.wang,,0
439,baseline,同意今日还款,是啊大概五点钟之前吧,是五点钟之前,2018-08-16 17:41:38,,shipeng.wang,,0
440,baseline,同意今日还款,哦今天得下午吧,今天得下午,2018-08-16 17:41:38,,shipeng.wang,,0
441,baseline,同意今日还款,二十分钟啊行我知道了,二十分钟行知道了,2018-08-16 17:41:38,,shipeng.wang,,0
442,baseline,同意今日还款,可以今天五点钟之前好吧,可以今天五点钟之前好,2018-08-16 17:41:38,,shipeng.wang,,0
443,baseline,同意今日还款,我已经联系客服了今天能还,已经联系客服了今天能还,2018-08-16 17:41:38,,shipeng.wang,,0
444,baseline,同意今日还款,应该能处理,应该能处理,2018-08-16 17:41:38,,shipeng.wang,,0
445,baseline,同意今日还款,我今天去还,今天去还,2018-08-16 17:41:38,,shipeng.wang,,0
446,baseline,同意今日还款,今天能够啊,今天能够,2018-08-16 17:41:38,,shipeng.wang,,0
447,baseline,同意今日还款,嗯嗯我知道等一下就处理了,知道等一下就处理了,2018-08-16 17:41:38,,shipeng.wang,,0
