id,processid,in_node,type_robot,msg,msg_del_dup,out_true,type,type_combine
3247,benrenshoucui,2.1,询问账单日能否处理账单,啊是我的钱到不了怎么办呢,啊是我的钱到不了怎么办呢,-99.0,无效语义,invalid
3256,benrenshoucui,2.1,询问账单日能否处理账单,啊对对啊我知道了我刚才那个转账没转过去然后就取钱银行取款钱没有一会给你们打过去好吧,啊对啊我知道了我刚才那个转账没转过去然后就取钱银行取款钱没有一会给你们打过去好吧,3.1,账单日前能处理,yes
3259,benrenshoucui,2.1,询问账单日能否处理账单,嗯是这样的,嗯是这样的,-99.0,无效语义,invalid
3263,benrenshoucui,2.1,询问账单日能否处理账单,忙,忙,-99.0,无效语义,invalid
3269,benrenshoucui,2.1,询问账单日能否处理账单,我还不了,我还不了,3.2,账单日前不能处理,no
3275,benrenshoucui,2.1,询问账单日能否处理账单,你这你上来吧处理不了,你这你上来吧处理不了,3.2,账单日前不能处理,no
3278,benrenshoucui,2.1,询问账单日能否处理账单,那那个,那那个,-99.0,无效语义,invalid
3280,benrenshoucui,2.1,询问账单日能否处理账单,哦可以可以我知道我可能现在没有看过两呃我明天我我通过了那个,哦可以我知道我可能现在没有看过两呃我明天我通过了那个,3.1,账单日前能处理,yes
3287,benrenshoucui,2.1,询问账单日能否处理账单,不能去,不能去,3.2,账单日前不能处理,no
3289,benrenshoucui,2.1,询问账单日能否处理账单,哦有点困难,哦有点困难,3.2,账单日前不能处理,no
3313,benrenshoucui,2.1,询问账单日能否处理账单,啊对对对我我我说你在听我说吗,啊对我说你在听我说吗,-99.0,无效语义,invalid
3319,benrenshoucui,2.1,询问账单日能否处理账单,对对对能可以什问题都是这些服务喂情况可以可以就说,对能可以什问题都是这些服务喂情况可以就说,3.1,账单日前能处理,yes
3320,benrenshoucui,2.1,询问账单日能否处理账单,就是掌握风票据来不能找也是什么,就是掌握风票据来不能找也是什么,-99.0,无效语义,invalid
3321,benrenshoucui,2.1,询问账单日能否处理账单,不能处理,不能处理,3.2,账单日前不能处理,no
3322,benrenshoucui,2.1,询问账单日能否处理账单,然后你听见了吗,然后你听见了吗,-99.0,无效语义,invalid
3329,benrenshoucui,2.1,询问账单日能否处理账单,能不是啥呢,能不是啥呢,-99.0,无效语义,invalid
3333,benrenshoucui,2.1,询问账单日能否处理账单,能华,能华,3.1,账单日前能处理,yes
3339,benrenshoucui,2.1,询问账单日能否处理账单,啊行我知道了,啊行我知道了,3.1,账单日前能处理,yes
3357,benrenshoucui,2.1,询问账单日能否处理账单,好的再见啊,好的再见啊,3.1,账单日前能处理,yes
3359,benrenshoucui,2.1,询问账单日能否处理账单,好可以可以好嘞好嘞好嘞谢谢啊,好可以好嘞谢谢啊,3.1,账单日前能处理,yes
3361,benrenshoucui,2.1,询问账单日能否处理账单,那那行那肯定没有问题你这等等一下马上就还进去都可以,那那行那肯定没有问题你这等等一下马上就还进去都可以,3.1,账单日前能处理,yes
3363,benrenshoucui,2.1,询问账单日能否处理账单,是,是,-99.0,无效语义,invalid
3365,benrenshoucui,2.1,询问账单日能否处理账单,那吧嗯,那吧嗯,-99.0,无效语义,invalid
3366,benrenshoucui,2.1,询问账单日能否处理账单,能够还款,能够还款,3.1,账单日前能处理,yes
3368,benrenshoucui,2.1,询问账单日能否处理账单,我知道了我不知道的我知道了好好你妹如果你说我听到了好好,我知道了我不知道的我知道了好好你妹如果你说我听到了好好,-99.0,无效语义,invalid
3369,benrenshoucui,2.1,询问账单日能否处理账单,哦好的行,哦好的行,3.1,账单日前能处理,yes
3381,benrenshoucui,2.1,询问账单日能否处理账单,嗯好的好的,嗯好的,3.1,账单日前能处理,yes
3383,benrenshoucui,2.1,询问账单日能否处理账单,啊能能能能能的啊,啊能的啊,3.1,账单日前能处理,yes
3384,benrenshoucui,2.1,询问账单日能否处理账单,能能能能好了,能能能好了,3.1,账单日前能处理,yes
3389,benrenshoucui,2.1,询问账单日能否处理账单,啊可以可以,啊可以,3.1,账单日前能处理,yes
3393,benrenshoucui,2.1,询问账单日能否处理账单,啊可以可以我回去马上处理啊,啊可以我回去马上处理啊,3.1,账单日前能处理,yes
3399,benrenshoucui,2.1,询问账单日能否处理账单,呃可以可以,呃可以,3.1,账单日前能处理,yes
3400,benrenshoucui,2.1,询问账单日能否处理账单,好的好的我知道了我想起来了,好的我知道了我想起来了,3.1,账单日前能处理,yes
3407,benrenshoucui,2.1,询问账单日能否处理账单,嗯可以可以谢谢啊,嗯可以谢谢啊,3.1,账单日前能处理,yes
3424,benrenshoucui,2.1,询问账单日能否处理账单,对对,对,-99.0,无效语义,invalid
3431,benrenshoucui,2.1,询问账单日能否处理账单,啊可以的我今天就会存进去的,啊可以的我今天就会存进去的,3.1,账单日前能处理,yes
3432,benrenshoucui,2.1,询问账单日能否处理账单,可以今天下午就可以处理我现在在外面还在我还在乡下你是,可以今天下午就可以处理我现在在外面还在我还在乡下你是,3.1,账单日前能处理,yes
3438,benrenshoucui,2.1,询问账单日能否处理账单,啊价格比较有发给我又买了谁了因为一个人了,啊价格比较有发给我又买了谁了因为一个人了,-99.0,无效语义,invalid
3440,benrenshoucui,2.1,询问账单日能否处理账单,嗯嗯我知道知道,嗯我知道知道,3.1,账单日前能处理,yes
3443,benrenshoucui,2.1,询问账单日能否处理账单,嗯嗯能出处理啊,嗯能出处理啊,3.1,账单日前能处理,yes
3444,benrenshoucui,2.1,询问账单日能否处理账单,可以可以可以啊可以,可以啊可以,3.1,账单日前能处理,yes
3452,benrenshoucui,2.1,询问账单日能否处理账单,哦哦能能能就这一两天处理我忘了账号啊,哦能就这一两天处理我忘了账号啊,3.1,账单日前能处理,yes
3457,benrenshoucui,2.1,询问账单日能否处理账单,哦哦哦哦好好好好好好没还款一下好好好行,哦哦哦哦好好没还款一下好好好行,3.1,账单日前能处理,yes
3461,benrenshoucui,2.1,询问账单日能否处理账单,啊啊,啊,-99.0,无效语义,invalid
3464,benrenshoucui,2.1,询问账单日能否处理账单,好的知道了,好的知道了,3.1,账单日前能处理,yes
3467,benrenshoucui,2.1,询问账单日能否处理账单,去掉,去掉,-99.0,无效语义,invalid
3470,benrenshoucui,2.1,询问账单日能否处理账单,嗯嗯知道了,嗯知道了,3.1,账单日前能处理,yes
3474,benrenshoucui,2.1,询问账单日能否处理账单,可以没问题马上,可以没问题马上,3.1,账单日前能处理,yes
3483,benrenshoucui,2.1,询问账单日能否处理账单,啊好好嗯,啊好好嗯,3.1,账单日前能处理,yes
3486,benrenshoucui,2.1,询问账单日能否处理账单,那对呀,那对呀,-99.0,无效语义,invalid
3489,benrenshoucui,2.1,询问账单日能否处理账单,是是是,是,-99.0,无效语义,invalid
3496,benrenshoucui,2.1,询问账单日能否处理账单,嗯能能能好好好,嗯能好好好,3.1,账单日前能处理,yes
3498,benrenshoucui,2.1,询问账单日能否处理账单,嗯忘记了,嗯忘记了,-99.0,无效语义,invalid
3508,benrenshoucui,2.1,询问账单日能否处理账单,嗯能能能,嗯能,3.1,账单日前能处理,yes
3526,benrenshoucui,2.1,询问账单日能否处理账单,我知道啊,我知道啊,3.1,账单日前能处理,yes
3528,benrenshoucui,2.1,询问账单日能否处理账单,可以可以可以可以可以哎我的我这个账单不是号的吗,可以哎我的我这个账单不是号的吗,3.1,账单日前能处理,yes
3535,benrenshoucui,2.1,询问账单日能否处理账单,好的我已经说了今天回去还啊,好的我已经说了今天回去还啊,3.1,账单日前能处理,yes
3545,benrenshoucui,2.1,询问账单日能否处理账单,啊可以的可以的,啊可以的可以的,3.1,账单日前能处理,yes
3547,benrenshoucui,2.1,询问账单日能否处理账单,好我知道了可以好的没问题了,好我知道了可以好的没问题了,3.1,账单日前能处理,yes
3549,benrenshoucui,2.1,询问账单日能否处理账单,明天下午之前就可以,明天下午之前就可以,3.1,账单日前能处理,yes
3554,benrenshoucui,2.1,询问账单日能否处理账单,好的谢谢然后谢谢谢,好的谢谢然后谢谢谢,3.1,账单日前能处理,yes
3557,benrenshoucui,2.1,询问账单日能否处理账单,啊啊好的,啊好的,3.1,账单日前能处理,yes
3566,benrenshoucui,2.1,询问账单日能否处理账单,奇怪,奇怪,-99.0,无效语义,invalid
3568,benrenshoucui,2.1,询问账单日能否处理账单,能能能能能我扣我都忘了,能能能我扣我都忘了,3.1,账单日前能处理,yes
3574,benrenshoucui,2.1,询问账单日能否处理账单,能处理能处理的,能处理能处理的,3.1,账单日前能处理,yes
3577,benrenshoucui,2.1,询问账单日能否处理账单,我我直接钱可以我这两天什么因为我都微信上没有锁定那个那那个信用卡的号在支付宝那边支付宝的我那支付宝是我的女又是他的身份证我要转过去但能转进来,我直接钱可以我这两天什么因为我都微信上没有锁定那个那那个信用卡的号在支付宝那边支付宝的我那支付宝是我的女又是他的身份证我要转过去但能转进来,-99.0,无效语义,invalid
3588,benrenshoucui,2.1,询问账单日能否处理账单,好可以,好可以,3.1,账单日前能处理,yes
3592,benrenshoucui,2.1,询问账单日能否处理账单,哦能能处理,哦能处理,3.1,账单日前能处理,yes
3594,benrenshoucui,2.1,询问账单日能否处理账单,可以可以啊,可以啊,3.1,账单日前能处理,yes
3604,benrenshoucui,2.1,询问账单日能否处理账单,哦可以我忘了嗯,哦可以我忘了嗯,3.1,账单日前能处理,yes
3608,benrenshoucui,2.1,询问账单日能否处理账单,就会处理,就会处理,3.1,账单日前能处理,yes
3609,benrenshoucui,2.1,询问账单日能否处理账单,可以的可以这张卡是忘记还款了,可以的可以这张卡是忘记还款了,3.1,账单日前能处理,yes
3612,benrenshoucui,2.1,询问账单日能否处理账单,哎可以可以好好好好问题,哎可以好好问题,3.1,账单日前能处理,yes
3620,benrenshoucui,2.1,询问账单日能否处理账单,哎可以的啊嗯,哎可以的啊嗯,3.1,账单日前能处理,yes
3621,benrenshoucui,2.1,询问账单日能否处理账单,能能能能能嗯,能能能嗯,3.1,账单日前能处理,yes
3629,benrenshoucui,2.1,询问账单日能否处理账单,那也可以可以可以,那也可以,3.1,账单日前能处理,yes
3665,benrenshoucui,2.1,询问账单日能否处理账单,哎可以,哎可以,3.1,账单日前能处理,yes
3667,benrenshoucui,2.1,询问账单日能否处理账单,哎你好你说,哎你好你说,-99.0,无效语义,invalid
3683,benrenshoucui,2.1,询问账单日能否处理账单,能能能能能,能能能,3.1,账单日前能处理,yes
3687,benrenshoucui,2.1,询问账单日能否处理账单,放哪里放你把这个放进去,放哪里放你把这个放进去,-99.0,无效语义,invalid
3691,benrenshoucui,2.1,询问账单日能否处理账单,啊可以可以好,啊可以好,3.1,账单日前能处理,yes
3696,benrenshoucui,2.1,询问账单日能否处理账单,嗯没有,嗯没有,-99.0,无效语义,invalid
3703,benrenshoucui,2.1,询问账单日能否处理账单,哦可以好好好好好知道了,哦可以好好好好好知道了,3.1,账单日前能处理,yes
3716,benrenshoucui,2.1,询问账单日能否处理账单,哦忘记你说到几点可以,哦忘记你说到几点可以,-99.0,无效语义,invalid
3720,benrenshoucui,2.1,询问账单日能否处理账单,哦哦行了行了,哦行了行了,3.1,账单日前能处理,yes
3727,benrenshoucui,2.1,询问账单日能否处理账单,支付,支付,-99.0,无效语义,invalid
3735,benrenshoucui,2.1,询问账单日能否处理账单,哦收到了收到了,哦收到了收到了,-99.0,无效语义,invalid
3736,benrenshoucui,2.1,询问账单日能否处理账单,你们刚刚讲了吗,你们刚刚讲了吗,-99.0,无效语义,invalid
3756,benrenshoucui,2.1,询问账单日能否处理账单,啊行那我知道了可以,啊行那我知道了可以,3.1,账单日前能处理,yes
3758,benrenshoucui,2.1,询问账单日能否处理账单,能能能今天处理,能能能今天处理,3.1,账单日前能处理,yes
3769,benrenshoucui,2.1,询问账单日能否处理账单,嗯今天几号今天几号嗯应该可以我这几天就会还进去,嗯今天几号今天几号嗯应该可以我这几天就会还进去,3.1,账单日前能处理,yes
3774,benrenshoucui,2.1,询问账单日能否处理账单,哦哦哦行好好好好好谢谢,哦哦哦行好好好好好谢谢,3.1,账单日前能处理,yes
3778,benrenshoucui,2.1,询问账单日能否处理账单,没问题没问题,没问题,3.1,账单日前能处理,yes
3795,benrenshoucui,2.1,询问账单日能否处理账单,能能能能吗啊啊啊,能能能吗啊啊啊,3.1,账单日前能处理,yes
3798,benrenshoucui,2.1,询问账单日能否处理账单,啊好的好的,啊好的,3.1,账单日前能处理,yes
3803,benrenshoucui,2.1,询问账单日能否处理账单,好好那等好的好要得要得谢谢哈,好好那等好的好要得要得谢谢哈,3.1,账单日前能处理,yes
3804,benrenshoucui,2.1,询问账单日能否处理账单,哦对哦,哦对哦,-99.0,无效语义,invalid
3806,benrenshoucui,2.1,询问账单日能否处理账单,哦对对对忘了,哦对忘了,-99.0,无效语义,invalid
3807,benrenshoucui,2.1,询问账单日能否处理账单,哦哦那那嗯,哦那嗯,-99.0,无效语义,invalid
3826,benrenshoucui,2.1,询问账单日能否处理账单,那有那个,那有那个,-99.0,无效语义,invalid
3827,benrenshoucui,2.1,询问账单日能否处理账单,能处理啊,能处理啊,3.1,账单日前能处理,yes
3833,benrenshoucui,2.1,询问账单日能否处理账单,那行好嘞,那行好嘞,3.1,账单日前能处理,yes
3837,benrenshoucui,2.1,询问账单日能否处理账单,这次,这次,-99.0,无效语义,invalid
3840,benrenshoucui,2.1,询问账单日能否处理账单,呃今天下午就可以了明天下午,呃今天下午就可以了明天下午,3.1,账单日前能处理,yes
3844,benrenshoucui,2.1,询问账单日能否处理账单,可以喂,可以喂,3.1,账单日前能处理,yes
3847,benrenshoucui,2.1,询问账单日能否处理账单,哦好好好好尽快处理哦好的,哦好好尽快处理哦好的,3.1,账单日前能处理,yes
3856,benrenshoucui,2.1,询问账单日能否处理账单,我尽量吧尽量子的时候之前,我尽量吧尽量子的时候之前,3.1,账单日前能处理,yes
3857,benrenshoucui,2.1,询问账单日能否处理账单,哦可以的可以的,哦可以的可以的,3.1,账单日前能处理,yes
3859,benrenshoucui,2.1,询问账单日能否处理账单,哦可以可以哦不好意思搞忘了那个字,哦可以哦不好意思搞忘了那个字,3.1,账单日前能处理,yes
3864,benrenshoucui,2.1,询问账单日能否处理账单,啊可以可以我现在已经办理那个补办卡了,啊可以我现在已经办理那个补办卡了,3.1,账单日前能处理,yes
3881,benrenshoucui,2.1,询问账单日能否处理账单,好的嘛,好的嘛,3.1,账单日前能处理,yes
3886,benrenshoucui,2.1,询问账单日能否处理账单,可以可以我今天今天就可以啊明天再,可以我今天就可以啊明天再,3.1,账单日前能处理,yes
3887,benrenshoucui,2.1,询问账单日能否处理账单,啊对对对可啊可以,啊对可啊可以,3.1,账单日前能处理,yes
3890,benrenshoucui,2.1,询问账单日能否处理账单,哦我呃嗯好的没问题可以好,哦我呃嗯好的没问题可以好,3.1,账单日前能处理,yes
3893,benrenshoucui,2.1,询问账单日能否处理账单,啊啊对对对对,啊对,-99.0,无效语义,invalid
3894,benrenshoucui,2.1,询问账单日能否处理账单,可以还款可以,可以还款可以,3.1,账单日前能处理,yes
3895,benrenshoucui,2.1,询问账单日能否处理账单,哦好可以可以可以可以好,哦好可以好,3.1,账单日前能处理,yes
3904,benrenshoucui,2.1,询问账单日能否处理账单,可以可以行,可以行,3.1,账单日前能处理,yes
3905,benrenshoucui,2.1,询问账单日能否处理账单,可以的可以的,可以的可以的,3.1,账单日前能处理,yes
3908,benrenshoucui,2.1,询问账单日能否处理账单,哦哦哦会会会呃试忘记了好谢谢你,哦哦哦会会会呃试忘记了好谢谢你,3.1,账单日前能处理,yes
3917,benrenshoucui,2.1,询问账单日能否处理账单,啊可以可以挂了啊,啊可以挂了啊,3.1,账单日前能处理,yes
3922,benrenshoucui,2.1,询问账单日能否处理账单,哦好的好的王庙了今天还啊,哦好的王庙了今天还啊,3.1,账单日前能处理,yes
3930,benrenshoucui,2.1,询问账单日能否处理账单,哎呀尽量吧,哎呀尽量吧,3.1,账单日前能处理,yes
3932,benrenshoucui,2.1,询问账单日能否处理账单,哎对,哎对,-99.0,无效语义,invalid
3944,benrenshoucui,2.1,询问账单日能否处理账单,今天,今天,-99.0,无效语义,invalid
3983,benrenshoucui,2.1,询问账单日能否处理账单,嗯可以可以忘记了马上处理,嗯可以忘记了马上处理,3.1,账单日前能处理,yes
3985,benrenshoucui,2.1,询问账单日能否处理账单,哦好的好的知道了哈,哦好的知道了哈,3.1,账单日前能处理,yes
3992,benrenshoucui,2.1,询问账单日能否处理账单,我的就这样,我的就这样,-99.0,无效语义,invalid
4001,benrenshoucui,2.1,询问账单日能否处理账单,啊对对对是我来还一下今天今今天起来还不好意思啊还一万块一个吧,啊对是我来还一下今天今今天起来还不好意思啊还一万块一个吧,-99.0,无效语义,invalid
4002,benrenshoucui,2.1,询问账单日能否处理账单,能能能能肯定的好吧不好意思啊,能能能肯定的好吧不好意思啊,3.1,账单日前能处理,yes
4003,benrenshoucui,2.1,询问账单日能否处理账单,哦说,哦说,-99.0,无效语义,invalid
4004,benrenshoucui,2.1,询问账单日能否处理账单,啊好的好的知道了知道了,啊好的知道了,3.1,账单日前能处理,yes
4016,benrenshoucui,2.1,询问账单日能否处理账单,月号可以可以可以,月号可以,3.1,账单日前能处理,yes
4017,benrenshoucui,2.1,询问账单日能否处理账单,嗯好的好嗯,嗯好的好嗯,3.1,账单日前能处理,yes
4027,benrenshoucui,2.1,询问账单日能否处理账单,嗯啊能能能知道是忘记了我操,嗯啊能知道是忘记了我操,3.1,账单日前能处理,yes
4029,benrenshoucui,2.1,询问账单日能否处理账单,哦好的好的好的可以可以,哦好的可以,3.1,账单日前能处理,yes
4033,benrenshoucui,2.1,询问账单日能否处理账单,嗯可以可以可以啊,嗯可以啊,3.1,账单日前能处理,yes
4044,benrenshoucui,2.1,询问账单日能否处理账单,嗯是的我现在马上去弄,嗯是的我现在马上去弄,3.1,账单日前能处理,yes
4053,benrenshoucui,2.1,询问账单日能否处理账单,嗯没问题,嗯没问题,3.1,账单日前能处理,yes
4063,benrenshoucui,2.1,询问账单日能否处理账单,能还,能还,3.1,账单日前能处理,yes
4069,benrenshoucui,2.1,询问账单日能否处理账单,可以可以我现在就同意了知道了啊挂了,可以我现在就同意了知道了啊挂了,3.1,账单日前能处理,yes
4089,benrenshoucui,2.1,询问账单日能否处理账单,月是吧可以可以,月是吧可以,3.1,账单日前能处理,yes
4090,benrenshoucui,2.1,询问账单日能否处理账单,我我改个小时干嘛你说嘛你快点说,我改个小时干嘛你说嘛你快点说,-99.0,无效语义,invalid
4100,benrenshoucui,2.1,询问账单日能否处理账单,没有哦把这事情忘了嗯我马上处理马上处理啊,没有哦把这事情忘了嗯我马上处理马上处理啊,3.1,账单日前能处理,yes
4109,benrenshoucui,2.1,询问账单日能否处理账单,我可能是喊出,我可能是喊出,-99.0,无效语义,invalid
4111,benrenshoucui,2.1,询问账单日能否处理账单,那啊能不能听见,那啊能不能听见,-99.0,无效语义,invalid
4116,benrenshoucui,2.1,询问账单日能否处理账单,哦可以可以可以可以我给忘了明天就处理,哦可以我给忘了明天就处理,3.1,账单日前能处理,yes
4117,benrenshoucui,2.1,询问账单日能否处理账单,啊可以可以我忘了啊好的好的,啊可以我忘了啊好的,3.1,账单日前能处理,yes
4118,benrenshoucui,2.1,询问账单日能否处理账单,好的知道了谢谢啊,好的知道了谢谢啊,3.1,账单日前能处理,yes
4125,benrenshoucui,2.1,询问账单日能否处理账单,可以处理,可以处理,3.1,账单日前能处理,yes
4140,benrenshoucui,2.1,询问账单日能否处理账单,我支付,我支付,-99.0,无效语义,invalid
4145,benrenshoucui,2.1,询问账单日能否处理账单,嗯应该没呃差不多吧应该没问题,嗯应该没呃差不多吧应该没问题,3.1,账单日前能处理,yes
4146,benrenshoucui,2.1,询问账单日能否处理账单,对对对能处理,对能处理,3.1,账单日前能处理,yes
4150,benrenshoucui,2.1,询问账单日能否处理账单,嗯换了,嗯换了,3.1,账单日前能处理,yes
4152,benrenshoucui,2.1,询问账单日能否处理账单,支行,支行,-99.0,无效语义,invalid
4155,benrenshoucui,2.1,询问账单日能否处理账单,我今天来处理吧,我今天来处理吧,3.1,账单日前能处理,yes
4159,benrenshoucui,2.1,询问账单日能否处理账单,我现在去,我现在去,3.1,账单日前能处理,yes
4182,benrenshoucui,2.1,询问账单日能否处理账单,哦哦行行行好我知道了,哦行行行好我知道了,3.1,账单日前能处理,yes
4183,benrenshoucui,2.1,询问账单日能否处理账单,你再查一下你再查一下嘛今天都还了吗,你再查一下你再查一下嘛今天都还了吗,-99.0,无效语义,invalid
4186,benrenshoucui,2.1,询问账单日能否处理账单,喂啊说啊对喂,喂啊说啊对喂,-99.0,无效语义,invalid
4195,benrenshoucui,2.1,询问账单日能否处理账单,我马上就还我马上就还我忘了,我马上就还我马上就还我忘了,3.1,账单日前能处理,yes
4197,benrenshoucui,2.1,询问账单日能否处理账单,啊可以可以可以联系不知道没给我发信息呀,啊可以联系不知道没给我发信息呀,3.1,账单日前能处理,yes
4199,benrenshoucui,2.1,询问账单日能否处理账单,可以的可以我今天下午就处理的今天下午有一个我在外地才到家我听一下我就把他还上哈谢谢了啊,可以的可以我今天下午就处理的今天下午有一个我在外地才到家我听一下我就把他还上哈谢谢了啊,3.1,账单日前能处理,yes
4204,benrenshoucui,2.1,询问账单日能否处理账单,啊你你你啊你你你你说你说我在听,啊你啊你说你说我在听,-99.0,无效语义,invalid
4218,benrenshoucui,2.1,询问账单日能否处理账单,啊能处理能处理,啊能处理能处理,3.1,账单日前能处理,yes
4223,benrenshoucui,2.1,询问账单日能否处理账单,喂可以的,喂可以的,3.1,账单日前能处理,yes
4230,benrenshoucui,2.1,询问账单日能否处理账单,我前天就处理我因为因为我用那个提醒的为什么他没有提醒我还款然后就忘记了,我前天就处理我因为我用那个提醒的为什么他没有提醒我还款然后就忘记了,-99.0,无效语义,invalid
4232,benrenshoucui,2.1,询问账单日能否处理账单,喂是的你听不见啦,喂是的你听不见啦,-99.0,无效语义,invalid
4239,benrenshoucui,2.1,询问账单日能否处理账单,行能好的,行能好的,3.1,账单日前能处理,yes
4241,benrenshoucui,2.1,询问账单日能否处理账单,可以今天几号啊,可以今天几号啊,3.1,账单日前能处理,yes
4251,benrenshoucui,2.1,询问账单日能否处理账单,多多多多少时间,多多多多少时间,-99.0,无效语义,invalid
4256,benrenshoucui,2.1,询问账单日能否处理账单,啊行没问题啊,啊行没问题啊,3.1,账单日前能处理,yes
4259,benrenshoucui,2.1,询问账单日能否处理账单,嗯是的你在哪里啊,嗯是的你在哪里啊,-99.0,无效语义,invalid
4271,benrenshoucui,2.1,询问账单日能否处理账单,哦可以哦我等着买了这个买的是,哦可以哦我等着买了这个买的是,-99.0,无效语义,invalid
4278,benrenshoucui,2.1,询问账单日能否处理账单,能能处理还难受的,能能处理还难受的,3.1,账单日前能处理,yes
4287,benrenshoucui,2.1,询问账单日能否处理账单,那那那那我马上就处理,那我马上就处理,3.1,账单日前能处理,yes
4288,benrenshoucui,2.1,询问账单日能否处理账单,能能能哎不会影响我的那什么吗,能能能哎不会影响我的那什么吗,3.1,账单日前能处理,yes
4303,benrenshoucui,2.1,询问账单日能否处理账单,我就这边忙忘了是吧嗯嗯好的,我就这边忙忘了是吧嗯好的,3.1,账单日前能处理,yes
4304,benrenshoucui,2.1,询问账单日能否处理账单,哎可以可以可以可以,哎可以,3.1,账单日前能处理,yes
4310,benrenshoucui,2.1,询问账单日能否处理账单,啊能能能下我就把它处理了,啊能下我就把它处理了,3.1,账单日前能处理,yes
