id,processid,in_node,type_robot,msg,msg_del_dup,out_true,type,type_combine
5505,benrenshoucui,2.1,询问账单日能否处理账单,好的好的好的我等下处理啊,好的我等下处理啊,3.1,账单日前能处理,yes
2326,benrenshoucui,2.1,询问账单日能否处理账单,什么东西我我没有啊,什么东西我没有啊,-99.0,无效语义,invalid
4773,benrenshoucui,2.1,询问账单日能否处理账单,我尽量哦我也在想办法,我尽量哦我也在想办法,3.1,账单日前能处理,yes
6072,benrenshoucui,2.1,询问账单日能否处理账单,能能能可以的可以,能能能可以的可以,3.1,账单日前能处理,yes
5952,benrenshoucui,2.1,询问账单日能否处理账单,哦可以可以好可以哎喂账单好像我的是号钱还吗,哦可以好可以哎喂账单好像我的是号钱还吗,3.1,账单日前能处理,yes
4456,benrenshoucui,2.1,询问账单日能否处理账单,啊知道了哎马知道了,啊知道了哎马知道了,3.1,账单日前能处理,yes
5230,benrenshoucui,2.1,询问账单日能否处理账单,喂可以啊可以啊,喂可以啊可以啊,3.1,账单日前能处理,yes
4493,benrenshoucui,2.1,询问账单日能否处理账单,啊等于是,啊等于是,-99.0,无效语义,invalid
4603,benrenshoucui,2.1,询问账单日能否处理账单,啊能能能能能我这两天有点忙我的月号能,啊能我这两天有点忙我的月号能,3.1,账单日前能处理,yes
104,benrenshoucui,2.1,询问账单日能否处理账单,啊你啊像信用卡没还是吧,啊你啊像信用卡没还是吧,-99.0,无效语义,invalid
4394,benrenshoucui,2.1,询问账单日能否处理账单,嗯好的知道了,嗯好的知道了,3.1,账单日前能处理,yes
3974,benrenshoucui,2.1,询问账单日能否处理账单,可以可以现在现在都存进去啊,可以现在都存进去啊,3.1,账单日前能处理,yes
4043,benrenshoucui,2.1,询问账单日能否处理账单,哦哦哦哦哦我知道了嗯是的我忘记嘞,哦哦哦哦我知道了嗯是的我忘记嘞,3.1,账单日前能处理,yes
4445,benrenshoucui,2.1,询问账单日能否处理账单,处理能处理还了,处理能处理还了,3.1,账单日前能处理,yes
6537,benrenshoucui,2.1,询问账单日能否处理账单,可以没有问题,可以没有问题,3.1,账单日前能处理,yes
3641,benrenshoucui,2.1,询问账单日能否处理账单,哦可以可以哦我知道了好,哦可以哦我知道了好,3.1,账单日前能处理,yes
3253,benrenshoucui,2.1,询问账单日能否处理账单,那那我是说是忘记了我操那个不能我弄不良吗,那我是说是忘记了我操那个不能我弄不良吗,-99.0,无效语义,invalid
4458,benrenshoucui,2.1,询问账单日能否处理账单,好好好你说吧,好好好你说吧,-99.0,无效语义,invalid
2730,benrenshoucui,2.1,询问账单日能否处理账单,从您处理的,从您处理的,-99.0,无效语义,invalid
2374,benrenshoucui,2.1,询问账单日能否处理账单,我回复,我回复,-99.0,无效语义,invalid
6754,benrenshoucui,2.1,询问账单日能否处理账单,我一会肯定我今天今天还呢,我一会肯定我今天还呢,3.1,账单日前能处理,yes
1410,benrenshoucui,2.1,询问账单日能否处理账单,知道嗯好的嗯,知道嗯好的嗯,3.1,账单日前能处理,yes
6903,benrenshoucui,2.1,询问账单日能否处理账单,可以可以啊马上还,可以啊马上还,3.1,账单日前能处理,yes
5848,benrenshoucui,2.1,询问账单日能否处理账单,别克帖撒谢谢去学的嗯是这样的我征信万我想下子不点大吧嗯嗯就是这个情况的吗,别克帖撒谢谢去学的嗯是这样的我征信万我想下子不点大吧嗯就是这个情况的吗,-99.0,无效语义,invalid
693,benrenshoucui,2.1,询问账单日能否处理账单,好好好好我来看看,好好我来看看,3.1,账单日前能处理,yes
3860,benrenshoucui,2.1,询问账单日能否处理账单,可以可以可以好,可以好,3.1,账单日前能处理,yes
3305,benrenshoucui,2.1,询问账单日能否处理账单,啊他他啥时日期,啊他啥时日期,-99.0,无效语义,invalid
4734,benrenshoucui,2.1,询问账单日能否处理账单,什么哎好的,什么哎好的,3.1,账单日前能处理,yes
4080,benrenshoucui,2.1,询问账单日能否处理账单,弄还能,弄还能,-99.0,无效语义,invalid
308,benrenshoucui,2.1,询问账单日能否处理账单,月日还不上啊,月日还不上啊,3.2,账单日前不能处理,no
4343,benrenshoucui,2.1,询问账单日能否处理账单,很过,很过,-99.0,无效语义,invalid
2706,benrenshoucui,2.1,询问账单日能否处理账单,啊好急啊对对我知道知道,啊好急啊对我知道知道,3.1,账单日前能处理,yes
4691,benrenshoucui,2.1,询问账单日能否处理账单,哦行行行好好嗯,哦行行行好好嗯,3.1,账单日前能处理,yes
4419,benrenshoucui,2.1,询问账单日能否处理账单,呃月号,呃月号,-99.0,无效语义,invalid
6784,benrenshoucui,2.1,询问账单日能否处理账单,哎我听到了那你好说,哎我听到了那你好说,-99.0,无效语义,invalid
4246,benrenshoucui,2.1,询问账单日能否处理账单,我就是本人怎么了你就说就行,我就是本人怎么了你就说就行,-99.0,无效语义,invalid
5675,benrenshoucui,2.1,询问账单日能否处理账单,啊都,啊都,-99.0,无效语义,invalid
4033,benrenshoucui,2.1,询问账单日能否处理账单,必须,必须,-99.0,无效语义,invalid
307,benrenshoucui,2.1,询问账单日能否处理账单,然后送快递,然后送快递,-99.0,无效语义,invalid
5492,benrenshoucui,2.1,询问账单日能否处理账单,哦哦知道了,哦知道了,3.1,账单日前能处理,yes
6615,benrenshoucui,2.1,询问账单日能否处理账单,是可以的月日可以,是可以的月日可以,3.1,账单日前能处理,yes
3401,benrenshoucui,2.1,询问账单日能否处理账单,然后能能能,然后能能能,3.1,账单日前能处理,yes
4492,benrenshoucui,2.1,询问账单日能否处理账单,啊好我马上换马上跟我,啊好我马上换马上跟我,3.1,账单日前能处理,yes
5419,benrenshoucui,2.1,询问账单日能否处理账单,我我现在马上还也可以我给忘记了,我现在马上还也可以我给忘记了,3.1,账单日前能处理,yes
6373,benrenshoucui,2.1,询问账单日能否处理账单,这两天有点忙,这两天有点忙,-99.0,无效语义,invalid
84,benrenshoucui,2.1,询问账单日能否处理账单,完全是不知道,完全是不知道,3.2,账单日前不能处理,no
5951,benrenshoucui,2.1,询问账单日能否处理账单,嗯行没问题没问题,嗯行没问题,3.1,账单日前能处理,yes
1742,benrenshoucui,2.1,询问账单日能否处理账单,休了,休了,-99.0,无效语义,invalid
6104,benrenshoucui,2.1,询问账单日能否处理账单,能能能能了,能能能了,3.1,账单日前能处理,yes
4752,benrenshoucui,2.1,询问账单日能否处理账单,对我今一会就过去了好吧,对我今一会就过去了好吧,3.1,账单日前能处理,yes
232,benrenshoucui,2.1,询问账单日能否处理账单,哦不行哈哈,哦不行哈哈,3.2,账单日前不能处理,no
2655,benrenshoucui,2.1,询问账单日能否处理账单,我不认识啊不认识别号不是你说,我不认识啊不认识别号不是你说,-99.0,无效语义,invalid
4281,benrenshoucui,2.1,询问账单日能否处理账单,哦哦这个没问题这个没问题我看一下我看一下我今天下午就去处理,哦这个没问题这个没问题我看一下我看一下我今天下午就去处理,3.1,账单日前能处理,yes
3975,benrenshoucui,2.1,询问账单日能否处理账单,嗯行行行好,嗯行行行好,3.1,账单日前能处理,yes
523,benrenshoucui,2.1,询问账单日能否处理账单,以后下个月吧你还没发工资,以后下个月吧你还没发工资,3.2,账单日前不能处理,no
4618,benrenshoucui,2.1,询问账单日能否处理账单,好好好我今天处理吗,好好好我今天处理吗,3.1,账单日前能处理,yes
1861,benrenshoucui,2.1,询问账单日能否处理账单,哦我知道我知道,哦我知道,3.1,账单日前能处理,yes
6002,benrenshoucui,2.1,询问账单日能否处理账单,我知道那个明天明天我叫我我就赶快就叫就帮他处理好啊,我知道那个明天我叫我就赶快就叫就帮他处理好啊,3.1,账单日前能处理,yes
3924,benrenshoucui,2.1,询问账单日能否处理账单,哦我尽量处理吧好吧,哦我尽量处理吧好吧,3.1,账单日前能处理,yes
3301,benrenshoucui,2.1,询问账单日能否处理账单,我不能,我不能,3.2,账单日前不能处理,no
1170,benrenshoucui,2.1,询问账单日能否处理账单,我那个消掉,我那个消掉,-99.0,无效语义,invalid
4624,benrenshoucui,2.1,询问账单日能否处理账单,我花,我花,-99.0,无效语义,invalid
3536,benrenshoucui,2.1,询问账单日能否处理账单,你在查不到,你在查不到,-99.0,无效语义,invalid
1247,benrenshoucui,2.1,询问账单日能否处理账单,对你说,对你说,-99.0,无效语义,invalid
1307,benrenshoucui,2.1,询问账单日能否处理账单,嗯嗯听到吗,嗯听到吗,-99.0,无效语义,invalid
5444,benrenshoucui,2.1,询问账单日能否处理账单,啊可以可以可以我还以为是诈骗电话那怎么这么个电话打过来了,啊可以我还以为是诈骗电话那怎么这么个电话打过来了,3.1,账单日前能处理,yes
662,benrenshoucui,2.1,询问账单日能否处理账单,月日可能也不行,月日可能也不行,3.2,账单日前不能处理,no
6371,benrenshoucui,2.1,询问账单日能否处理账单,没处理今天就处理,没处理今天就处理,3.1,账单日前能处理,yes
4165,benrenshoucui,2.1,询问账单日能否处理账单,可以可以好拜拜,可以好拜拜,3.1,账单日前能处理,yes
6850,benrenshoucui,2.1,询问账单日能否处理账单,我到晚上号过两天吧过也就是个估计在号我就一次就还完了因为号要钱才给我打过来好吧,我到晚上号过两天吧过也就是个估计在号我就一次就还完了因为号要钱才给我打过来好吧,3.1,账单日前能处理,yes
2536,benrenshoucui,2.1,询问账单日能否处理账单,你说几要钱,你说几要钱,-99.0,无效语义,invalid
4273,benrenshoucui,2.1,询问账单日能否处理账单,哦那那那我今今天都能处理好我都没收到短信啊,哦那我今今天都能处理好我都没收到短信啊,3.1,账单日前能处理,yes
4301,benrenshoucui,2.1,询问账单日能否处理账单,能了能了可以可以,能了能了可以,3.1,账单日前能处理,yes
1962,benrenshoucui,2.1,询问账单日能否处理账单,一会那个我知道了我没注意,一会那个我知道了我没注意,3.1,账单日前能处理,yes
6594,benrenshoucui,2.1,询问账单日能否处理账单,您讲,您讲,-99.0,无效语义,invalid
514,benrenshoucui,2.1,询问账单日能否处理账单,月日也不行了呀三天三点钟我才到家到家我就去处理我知道这个事情我没有办法呀不知道,月日也不行了呀三天三点钟我才到家到家我就去处理我知道这个事情我没有办法呀不知道,3.2,账单日前不能处理,no
4556,benrenshoucui,2.1,询问账单日能否处理账单,那样了吧,那样了吧,-99.0,无效语义,invalid
6304,benrenshoucui,2.1,询问账单日能否处理账单,啊好吧,啊好吧,3.1,账单日前能处理,yes
1914,benrenshoucui,2.1,询问账单日能否处理账单,嗯嗯嗯好没到稍等喂你好没听清,嗯好没到稍等喂你好没听清,-99.0,无效语义,invalid
2472,benrenshoucui,2.1,询问账单日能否处理账单,啊能我我一直想打电话但是我忘了客服的电话了我最近这两天出发了没在家我买来想打个电话延长还款那个日期的我正好主要是没在家呀,啊能我一直想打电话但是我忘了客服的电话了我最近这两天出发了没在家我买来想打个电话延长还款那个日期的我正好主要是没在家呀,-99.0,无效语义,invalid
4086,benrenshoucui,2.1,询问账单日能否处理账单,哦优惠一会我还了,哦优惠一会我还了,3.1,账单日前能处理,yes
177,benrenshoucui,2.1,询问账单日能否处理账单,能能能嗯,能能能嗯,3.1,账单日前能处理,yes
1927,benrenshoucui,2.1,询问账单日能否处理账单,收到的知道知道等等是吧,收到的知道等等是吧,3.1,账单日前能处理,yes
4978,benrenshoucui,2.1,询问账单日能否处理账单,嗯没有没有,嗯没有,-99.0,无效语义,invalid
1495,benrenshoucui,2.1,询问账单日能否处理账单,发个最低房子嘛,发个最低房子嘛,-99.0,无效语义,invalid
1374,benrenshoucui,2.1,询问账单日能否处理账单,我换过了刚才,我换过了刚才,-99.0,无效语义,invalid
5265,benrenshoucui,2.1,询问账单日能否处理账单,炒股,炒股,-99.0,无效语义,invalid
5665,benrenshoucui,2.1,询问账单日能否处理账单,哦可以的可以的我先去处理,哦可以的可以的我先去处理,3.1,账单日前能处理,yes
4728,benrenshoucui,2.1,询问账单日能否处理账单,喂丢下来嘛我还第过来吗,喂丢下来嘛我还第过来吗,-99.0,无效语义,invalid
3817,benrenshoucui,2.1,询问账单日能否处理账单,应该可以吧,应该可以吧,3.1,账单日前能处理,yes
4569,benrenshoucui,2.1,询问账单日能否处理账单,哎好的好的我想想去卡小二去搞哎好的好的哎,哎好的我想想去卡小二去搞哎好的哎,3.1,账单日前能处理,yes
4666,benrenshoucui,2.1,询问账单日能否处理账单,啊对对问了好我现在马上还还马上,啊对问了好我现在马上还马上,3.1,账单日前能处理,yes
4886,benrenshoucui,2.1,询问账单日能否处理账单,我可以月日点之前还,我可以月日点之前还,3.1,账单日前能处理,yes
5064,benrenshoucui,2.1,询问账单日能否处理账单,哎你说,哎你说,-99.0,无效语义,invalid
4313,benrenshoucui,2.1,询问账单日能否处理账单,哦可以啊,哦可以啊,3.1,账单日前能处理,yes
5793,benrenshoucui,2.1,询问账单日能否处理账单,哦哦好的好的我知道了,哦好的我知道了,3.1,账单日前能处理,yes
680,benrenshoucui,2.1,询问账单日能否处理账单,谢谢啊,谢谢啊,-99.0,无效语义,invalid
3066,benrenshoucui,2.1,询问账单日能否处理账单,啊然后能能我忘记了,啊然后能能我忘记了,3.1,账单日前能处理,yes
2914,benrenshoucui,2.1,询问账单日能否处理账单,嗯应该是,嗯应该是,-99.0,无效语义,invalid
3793,benrenshoucui,2.1,询问账单日能否处理账单,你就处理了呀,你就处理了呀,-99.0,无效语义,invalid
77,benrenshoucui,2.1,询问账单日能否处理账单,嗯嗯嗯嗯,嗯,3.1,账单日前能处理,yes
4277,benrenshoucui,2.1,询问账单日能否处理账单,能能能能可以的,能能能可以的,3.1,账单日前能处理,yes
5390,benrenshoucui,2.1,询问账单日能否处理账单,领取的,领取的,-99.0,无效语义,invalid
270,benrenshoucui,2.1,询问账单日能否处理账单,没办法,没办法,3.2,账单日前不能处理,no
3888,benrenshoucui,2.1,询问账单日能否处理账单,啊啊啊我我知道我知道,啊啊啊我我知道,-99.0,无效语义,invalid
4986,benrenshoucui,2.1,询问账单日能否处理账单,可以可以没问题呀今天就可以还,可以没问题呀今天就可以还,3.1,账单日前能处理,yes
6415,benrenshoucui,2.1,询问账单日能否处理账单,可以可以看,可以看,3.1,账单日前能处理,yes
3459,benrenshoucui,2.1,询问账单日能否处理账单,能不能弄那那那那那,能不能弄那,-99.0,无效语义,invalid
4257,benrenshoucui,2.1,询问账单日能否处理账单,人的门的我知道,人的门的我知道,-99.0,无效语义,invalid
5040,benrenshoucui,2.1,询问账单日能否处理账单,嗯呢可以啊,嗯呢可以啊,3.1,账单日前能处理,yes
5047,benrenshoucui,2.1,询问账单日能否处理账单,嗯你好,嗯你好,-99.0,无效语义,invalid
2178,benrenshoucui,2.1,询问账单日能否处理账单,哦那好的好的,哦那好的,3.1,账单日前能处理,yes
3589,benrenshoucui,2.1,询问账单日能否处理账单,修好,修好,-99.0,无效语义,invalid
5567,benrenshoucui,2.1,询问账单日能否处理账单,哦那可以马上,哦那可以马上,3.1,账单日前能处理,yes
2771,benrenshoucui,2.1,询问账单日能否处理账单,哦我忘记了忘记了,哦我忘记了忘记了,-99.0,无效语义,invalid
4825,benrenshoucui,2.1,询问账单日能否处理账单,你能行啊,你能行啊,-99.0,无效语义,invalid
5619,benrenshoucui,2.1,询问账单日能否处理账单,哦行行行行行行行行行我等下就还掉我要忘记了啊,哦行行行行行我等下就还掉我要忘记了啊,3.1,账单日前能处理,yes
1194,benrenshoucui,2.1,询问账单日能否处理账单,好的好的好的好的嗯,好的嗯,3.1,账单日前能处理,yes
6744,benrenshoucui,2.1,询问账单日能否处理账单,啊行嗯行谢谢谢哦好的,啊行嗯行谢谢谢哦好的,3.1,账单日前能处理,yes
4574,benrenshoucui,2.1,询问账单日能否处理账单,喂能听到吗,喂能听到吗,-99.0,无效语义,invalid
5064,benrenshoucui,2.1,询问账单日能否处理账单,嗯嗯嗯好忘了我现在那那什么,嗯好忘了我现在那什么,3.1,账单日前能处理,yes
5155,benrenshoucui,2.1,询问账单日能否处理账单,啊可以的这几号上去上班,啊可以的这几号上去上班,3.1,账单日前能处理,yes
5446,benrenshoucui,2.1,询问账单日能否处理账单,我走了花就能花掉了,我走了花就能花掉了,-99.0,无效语义,invalid
6281,benrenshoucui,2.1,询问账单日能否处理账单,啊你说他说我死了算了,啊你说他说我死了算了,-99.0,无效语义,invalid
3545,benrenshoucui,2.1,询问账单日能否处理账单,哎不用重复了听见了知道了,哎不用重复了听见了知道了,3.1,账单日前能处理,yes
636,benrenshoucui,2.1,询问账单日能否处理账单,月日处理不了,月日处理不了,3.2,账单日前不能处理,no
6868,benrenshoucui,2.1,询问账单日能否处理账单,你能处理,你能处理,3.1,账单日前能处理,yes
2859,benrenshoucui,2.1,询问账单日能否处理账单,啊弄,啊弄,-99.0,无效语义,invalid
6272,benrenshoucui,2.1,询问账单日能否处理账单,这个这个证明就是嗯可以,这个证明就是嗯可以,3.1,账单日前能处理,yes
4443,benrenshoucui,2.1,询问账单日能否处理账单,冷了那嗯呐,冷了那嗯呐,-99.0,无效语义,invalid
3747,benrenshoucui,2.1,询问账单日能否处理账单,好的我又忘了我忘了我要下午,好的我又忘了我忘了我要下午,3.1,账单日前能处理,yes
340,benrenshoucui,2.1,询问账单日能否处理账单,想把我月日大概没空,想把我月日大概没空,3.2,账单日前不能处理,no
3302,benrenshoucui,2.1,询问账单日能否处理账单,可以可以可以我可不可以把它改改成一次性还款,可以我可不可以把它改改成一次性还款,3.1,账单日前能处理,yes
3532,benrenshoucui,2.1,询问账单日能否处理账单,我那个小啊可以,我那个小啊可以,3.1,账单日前能处理,yes
127,benrenshoucui,2.1,询问账单日能否处理账单,新建不行,新建不行,3.2,账单日前不能处理,no
3582,benrenshoucui,2.1,询问账单日能否处理账单,呃月日,呃月日,-99.0,无效语义,invalid
145,benrenshoucui,2.1,询问账单日能否处理账单,哦他没有,哦他没有,3.2,账单日前不能处理,no
5114,benrenshoucui,2.1,询问账单日能否处理账单,哎好的好的嗯嗯嗯嗯,哎好的嗯,3.1,账单日前能处理,yes
6881,benrenshoucui,2.1,询问账单日能否处理账单,哦能能能可以没问题,哦能可以没问题,3.1,账单日前能处理,yes
482,benrenshoucui,2.1,询问账单日能否处理账单,我现在遇到一些困难这个时间,我现在遇到一些困难这个时间,3.2,账单日前不能处理,no
88,benrenshoucui,2.1,询问账单日能否处理账单,那我也没办法了好吧,那我也没办法了好吧,3.2,账单日前不能处理,no
2944,benrenshoucui,2.1,询问账单日能否处理账单,月日之前处理啥,月日之前处理啥,-99.0,无效语义,invalid
4133,benrenshoucui,2.1,询问账单日能否处理账单,嗯那能一点今天给我处理,嗯那能一点今天给我处理,3.1,账单日前能处理,yes
4853,benrenshoucui,2.1,询问账单日能否处理账单,那那那可以可以可以我知道了好了好了好了,那可以我知道了好了,3.1,账单日前能处理,yes
3805,benrenshoucui,2.1,询问账单日能否处理账单,哦行没问题,哦行没问题,3.1,账单日前能处理,yes
3159,benrenshoucui,2.1,询问账单日能否处理账单,不需要型号不好,不需要型号不好,-99.0,无效语义,invalid
4492,benrenshoucui,2.1,询问账单日能否处理账单,没意思,没意思,3.1,账单日前能处理,yes
6413,benrenshoucui,2.1,询问账单日能否处理账单,您处理的,您处理的,-99.0,无效语义,invalid
2391,benrenshoucui,2.1,询问账单日能否处理账单,哦知道我远没有那行知道了好,哦知道我远没有那行知道了好,3.1,账单日前能处理,yes
6030,benrenshoucui,2.1,询问账单日能否处理账单,嗯可以能还呢,嗯可以能还呢,3.1,账单日前能处理,yes
103,benrenshoucui,2.1,询问账单日能否处理账单,应该不可以,应该不可以,3.2,账单日前不能处理,no
495,benrenshoucui,2.1,询问账单日能否处理账单,好吗,好吗,-99.0,无效语义,invalid
3184,benrenshoucui,2.1,询问账单日能否处理账单,嗯能差不多,嗯能差不多,3.1,账单日前能处理,yes
120,benrenshoucui,2.1,询问账单日能否处理账单,晕倒这不行吧,晕倒这不行吧,3.2,账单日前不能处理,no
2650,benrenshoucui,2.1,询问账单日能否处理账单,得多少天呢,得多少天呢,-99.0,无效语义,invalid
4503,benrenshoucui,2.1,询问账单日能否处理账单,嗯处理元钱是吧,嗯处理元钱是吧,-99.0,无效语义,invalid
3610,benrenshoucui,2.1,询问账单日能否处理账单,好好好好好好好,好好好,3.1,账单日前能处理,yes
4672,benrenshoucui,2.1,询问账单日能否处理账单,啊啊啊啊那行啊,啊啊啊啊那行啊,-99.0,无效语义,invalid
6115,benrenshoucui,2.1,询问账单日能否处理账单,哦哦行了,哦行了,3.1,账单日前能处理,yes
3471,benrenshoucui,2.1,询问账单日能否处理账单,啊我去年了我是啥是我本人,啊我去年了我是啥是我本人,-99.0,无效语义,invalid
4788,benrenshoucui,2.1,询问账单日能否处理账单,可以我已经还掉了嗯,可以我已经还掉了嗯,3.1,账单日前能处理,yes
4294,benrenshoucui,2.1,询问账单日能否处理账单,不会评价,不会评价,-99.0,无效语义,invalid
422,benrenshoucui,2.1,询问账单日能否处理账单,好的好的好的好,好的好,3.1,账单日前能处理,yes
3950,benrenshoucui,2.1,询问账单日能否处理账单,呃可以可以可以可以好好好好,呃可以好好,3.1,账单日前能处理,yes
4758,benrenshoucui,2.1,询问账单日能否处理账单,什么什么账单,什么账单,-99.0,无效语义,invalid
670,benrenshoucui,2.1,询问账单日能否处理账单,月日应该不行了,月日应该不行了,3.2,账单日前不能处理,no
2968,benrenshoucui,2.1,询问账单日能否处理账单,啊好啊好好我处理一下行啊,啊好啊好好我处理一下行啊,3.1,账单日前能处理,yes
6780,benrenshoucui,2.1,询问账单日能否处理账单,不是他没在,不是他没在,-99.0,无效语义,invalid
2900,benrenshoucui,2.1,询问账单日能否处理账单,人民,人民,-99.0,无效语义,invalid
2584,benrenshoucui,2.1,询问账单日能否处理账单,喂嗯没事,喂嗯没事,-99.0,无效语义,invalid
3314,benrenshoucui,2.1,询问账单日能否处理账单,我们现在公司里的资金困难个月都没通知了,我们现在公司里的资金困难个月都没通知了,-99.0,无效语义,invalid
415,benrenshoucui,2.1,询问账单日能否处理账单,元,元,-99.0,无效语义,invalid
109,benrenshoucui,2.1,询问账单日能否处理账单,呃您不能,呃您不能,3.2,账单日前不能处理,no
6314,benrenshoucui,2.1,询问账单日能否处理账单,能能能能我忘了啊,能能能我忘了啊,3.1,账单日前能处理,yes
1541,benrenshoucui,2.1,询问账单日能否处理账单,还有块钱我我现在不玩,还有块钱我现在不玩,-99.0,无效语义,invalid
4247,benrenshoucui,2.1,询问账单日能否处理账单,哦超过了,哦超过了,-99.0,无效语义,invalid
193,benrenshoucui,2.1,询问账单日能否处理账单,不可以哦,不可以哦,3.2,账单日前不能处理,no
2835,benrenshoucui,2.1,询问账单日能否处理账单,嗯不客气,嗯不客气,-99.0,无效语义,invalid
47,benrenshoucui,2.1,询问账单日能否处理账单,我已经喂,我已经喂,-99.0,无效语义,invalid
3952,benrenshoucui,2.1,询问账单日能否处理账单,行行我知道了幸好我你这一说我就知道了我我我我赶紧看一下啊,行我知道了幸好我你这一说我就知道了我赶紧看一下啊,3.1,账单日前能处理,yes
5256,benrenshoucui,2.1,询问账单日能否处理账单,哦那一会来处理,哦那一会来处理,3.1,账单日前能处理,yes
269,benrenshoucui,2.1,询问账单日能否处理账单,月号,月号,-99.0,无效语义,invalid
666,benrenshoucui,2.1,询问账单日能否处理账单,月日退不了,月日退不了,3.2,账单日前不能处理,no
81,benrenshoucui,2.1,询问账单日能否处理账单,嗯谢谢,嗯谢谢,-99.0,无效语义,invalid
3752,benrenshoucui,2.1,询问账单日能否处理账单,我知道了,我知道了,3.1,账单日前能处理,yes
4682,benrenshoucui,2.1,询问账单日能否处理账单,好的好的我忘记了签字谢谢啊,好的我忘记了签字谢谢啊,3.1,账单日前能处理,yes
447,benrenshoucui,2.1,询问账单日能否处理账单,我月底八月底发工资以后,我月底八月底发工资以后,3.2,账单日前不能处理,no
3403,benrenshoucui,2.1,询问账单日能否处理账单,喂能能能能好好好嗯,喂能好好好嗯,3.1,账单日前能处理,yes
3315,benrenshoucui,2.1,询问账单日能否处理账单,听到的,听到的,-99.0,无效语义,invalid
