id,processid,in_node,type_robot,msg,msg_del_dup,out_true,type,type_combine
1191,benrenshoucui,2.1,询问最近两天能否处理账单,那那我一一忘也处理的,那我一一忘也处理的,-99.0,无效语义,invalid
1605,benrenshoucui,2.1,询问最近两天能否处理账单,哦好的我要暂停这个催的不尽快借给他退掉哈,哦好的我要暂停这个催的不尽快借给他退掉哈,3.1,账单日前能处理,yes
2263,benrenshoucui,2.1,询问最近两天能否处理账单,我星期一下去,我星期一下去,3.1,账单日前能处理,yes
1127,benrenshoucui,2.1,询问最近两天能否处理账单,不行了吗,不行了吗,-99.0,无效语义,invalid
1332,benrenshoucui,2.1,询问最近两天能否处理账单,嗯好好好嗯好这两天我安排一下呢,嗯好好好嗯好这两天我安排一下呢,3.1,账单日前能处理,yes
1327,benrenshoucui,2.1,询问最近两天能否处理账单,啥时候那个那个,啥时候那个,-99.0,无效语义,invalid
2222,benrenshoucui,2.1,询问最近两天能否处理账单,好的可以啊,好的可以啊,3.1,账单日前能处理,yes
1174,benrenshoucui,2.1,询问最近两天能否处理账单,啊行行行没问题没问题,啊行行行没问题,3.1,账单日前能处理,yes
486,benrenshoucui,2.1,询问最近两天能否处理账单,你真的不能我的钱我能努力你没钱吗,你真的不能我的钱我能努力你没钱吗,3.2,账单日前不能处理,no
2173,benrenshoucui,2.1,询问最近两天能否处理账单,你先说一遍,你先说一遍,-99.0,无效语义,invalid
817,benrenshoucui,2.1,询问最近两天能否处理账单,嗯好谢谢,嗯好谢谢,3.1,账单日前能处理,yes
82,benrenshoucui,2.1,询问最近两天能否处理账单,嗯那不行呃不能,嗯那不行呃不能,3.2,账单日前不能处理,no
2018,benrenshoucui,2.1,询问最近两天能否处理账单,哦那个有个那个逾期没还上我今天下午点之前可以处理,哦那个有个那个逾期没还上我今天下午点之前可以处理,3.1,账单日前能处理,yes
443,benrenshoucui,2.1,询问最近两天能否处理账单,我说,我说,-99.0,无效语义,invalid
299,benrenshoucui,2.1,询问最近两天能否处理账单,嗯好的好的知道了吗,嗯好的知道了吗,-99.0,无效语义,invalid
1483,benrenshoucui,2.1,询问最近两天能否处理账单,嗯我马上就处理,嗯我马上就处理,3.1,账单日前能处理,yes
1877,benrenshoucui,2.1,询问最近两天能否处理账单,可以号或者号可以吗,可以号或者号可以吗,-99.0,无效语义,invalid
638,benrenshoucui,2.1,询问最近两天能否处理账单,过两天了,过两天了,3.2,账单日前不能处理,no
1304,benrenshoucui,2.1,询问最近两天能否处理账单,号天内带德行,号天内带德行,-99.0,无效语义,invalid
1099,benrenshoucui,2.1,询问最近两天能否处理账单,邮政,邮政,-99.0,无效语义,invalid
364,benrenshoucui,2.1,询问最近两天能否处理账单,应该不能,应该不能,3.2,账单日前不能处理,no
2027,benrenshoucui,2.1,询问最近两天能否处理账单,嗯可以可以啊好嘞,嗯可以啊好嘞,3.1,账单日前能处理,yes
1973,benrenshoucui,2.1,询问最近两天能否处理账单,没问题没问题明天之前一定处理明天前一定处理,没问题明天之前一定处理明天前一定处理,3.1,账单日前能处理,yes
680,benrenshoucui,2.1,询问最近两天能否处理账单,我点不了啊,我点不了啊,3.2,账单日前不能处理,no
1249,benrenshoucui,2.1,询问最近两天能否处理账单,能能能能行,能能能能行,3.1,账单日前能处理,yes
1623,benrenshoucui,2.1,询问最近两天能否处理账单,嗯可以是好多呢,嗯可以是好多呢,3.1,账单日前能处理,yes
636,benrenshoucui,2.1,询问最近两天能否处理账单,喂呃嗯,喂呃嗯,-99.0,无效语义,invalid
31,benrenshoucui,2.1,询问最近两天能否处理账单,哎不能,哎不能,3.2,账单日前不能处理,no
2211,benrenshoucui,2.1,询问最近两天能否处理账单,可以可以处理可以因为最近是什么时间,可以处理可以因为最近是什么时间,3.1,账单日前能处理,yes
1907,benrenshoucui,2.1,询问最近两天能否处理账单,哦哦动车点还有我忘了忘了好好我明天马上出去好嘞,哦动车点还有我忘了忘了好好我明天马上出去好嘞,3.1,账单日前能处理,yes
394,benrenshoucui,2.1,询问最近两天能否处理账单,没还完去这是我马上出来拿出来,没还完去这是我马上出来拿出来,3.1,账单日前能处理,yes
2043,benrenshoucui,2.1,询问最近两天能否处理账单,我已经知道了刚才打过客服电话了因为那个我月号已经还了我已还清了他说那个是账单没出来提前还的不算,我已经知道了刚才打过客服电话了因为那个我月号已经还了我已还清了他说那个是账单没出来提前还的不算,-99.0,无效语义,invalid
353,benrenshoucui,2.1,询问最近两天能否处理账单,别人怎么处理呢这两天我也不在这又应该有没没有空去处理,别人怎么处理呢这两天我也不在这又应该有没没有空去处理,3.2,账单日前不能处理,no
2219,benrenshoucui,2.1,询问最近两天能否处理账单,没事哎,没事哎,-99.0,无效语义,invalid
724,benrenshoucui,2.1,询问最近两天能否处理账单,啊行了行了我知道了,啊行了行了我知道了,3.1,账单日前能处理,yes
1282,benrenshoucui,2.1,询问最近两天能否处理账单,啊能听进去,啊能听进去,-99.0,无效语义,invalid
1188,benrenshoucui,2.1,询问最近两天能否处理账单,嗯我会安排,嗯我会安排,3.1,账单日前能处理,yes
1788,benrenshoucui,2.1,询问最近两天能否处理账单,哎哟我忘了那个没没提醒呢弄什么能能能往上我下午今天几点,哎哟我忘了那个没提醒呢弄什么能能能往上我下午今天几点,3.1,账单日前能处理,yes
16,benrenshoucui,2.1,询问最近两天能否处理账单,嗯好,嗯好,3.1,账单日前能处理,yes
1424,benrenshoucui,2.1,询问最近两天能否处理账单,嗯你这,嗯你这,-99.0,无效语义,invalid
363,benrenshoucui,2.1,询问最近两天能否处理账单,没有我刚才还了那个最低还款呢因为我现在要把那个电子我先不过来呀我把那个正常嘛还完了,没有我刚才还了那个最低还款呢因为我现在要把那个电子我先不过来呀我把那个正常嘛还完了,-99.0,无效语义,invalid
262,benrenshoucui,2.1,询问最近两天能否处理账单,我不还款,我不还款,3.2,账单日前不能处理,no
1237,benrenshoucui,2.1,询问最近两天能否处理账单,啊可以啊说这么早忘记掉今天处理啊,啊可以啊说这么早忘记掉今天处理啊,3.1,账单日前能处理,yes
884,benrenshoucui,2.1,询问最近两天能否处理账单,哦行好嘞我再看一下吧,哦行好嘞我再看一下吧,-99.0,无效语义,invalid
483,benrenshoucui,2.1,询问最近两天能否处理账单,就是现在还不确定啊我现在正在借钱啊不是借不借得到,就是现在还不确定啊我现在正在借钱啊不是借不借得到,3.2,账单日前不能处理,no
621,benrenshoucui,2.1,询问最近两天能否处理账单,哦不能我过一个月的吧,哦不能我过一个月的吧,3.2,账单日前不能处理,no
287,benrenshoucui,2.1,询问最近两天能否处理账单,你那个,你那个,-99.0,无效语义,invalid
624,benrenshoucui,2.1,询问最近两天能否处理账单,这两天你这两天弄不了因为没网络嘛,这两天你这两天弄不了因为没网络嘛,3.2,账单日前不能处理,no
38,benrenshoucui,2.1,询问最近两天能否处理账单,嗯好好好,嗯好好好,3.1,账单日前能处理,yes
1416,benrenshoucui,2.1,询问最近两天能否处理账单,啊我我我处理掉,啊我处理掉,3.1,账单日前能处理,yes
1062,benrenshoucui,2.1,询问最近两天能否处理账单,我我说能能听着不,我说能听着不,-99.0,无效语义,invalid
1167,benrenshoucui,2.1,询问最近两天能否处理账单,可以呀,可以呀,3.1,账单日前能处理,yes
1621,benrenshoucui,2.1,询问最近两天能否处理账单,嗯好可以可以可以,嗯好可以,3.1,账单日前能处理,yes
1408,benrenshoucui,2.1,询问最近两天能否处理账单,没有提交啊好的好的好的,没有提交啊好的,3.1,账单日前能处理,yes
1959,benrenshoucui,2.1,询问最近两天能否处理账单,嗯好的好的知道了,嗯好的知道了,3.1,账单日前能处理,yes
1410,benrenshoucui,2.1,询问最近两天能否处理账单,行吧,行吧,-99.0,无效语义,invalid
1881,benrenshoucui,2.1,询问最近两天能否处理账单,哦我我也忘了这两天又忙我我明天还上行吗,哦我也忘了这两天又忙我明天还上行吗,3.1,账单日前能处理,yes
85,benrenshoucui,2.1,询问最近两天能否处理账单,我都没有,我都没有,3.2,账单日前不能处理,no
390,benrenshoucui,2.1,询问最近两天能否处理账单,我现在这两天没发工资,我现在这两天没发工资,3.2,账单日前不能处理,no
556,benrenshoucui,2.1,询问最近两天能否处理账单,嗯对的,嗯对的,-99.0,无效语义,invalid
1185,benrenshoucui,2.1,询问最近两天能否处理账单,你晚点要玩几天,你晚点要玩几天,-99.0,无效语义,invalid
1170,benrenshoucui,2.1,询问最近两天能否处理账单,啊没事没事我我妈有我妈还没有我大的是吧现在认识吗但是给自就跟你留着就流水我知道我知道,啊没事我妈有我妈还没有我大的是吧现在认识吗但是给自就跟你留着就流水我知道,-99.0,无效语义,invalid
1852,benrenshoucui,2.1,询问最近两天能否处理账单,好的好的今天就处理吧,好的今天就处理吧,3.1,账单日前能处理,yes
305,benrenshoucui,2.1,询问最近两天能否处理账单,操作,操作,-99.0,无效语义,invalid
1667,benrenshoucui,2.1,询问最近两天能否处理账单,嗯没问题好嘞,嗯没问题好嘞,3.1,账单日前能处理,yes
984,benrenshoucui,2.1,询问最近两天能否处理账单,超过来的哦,超过来的哦,-99.0,无效语义,invalid
559,benrenshoucui,2.1,询问最近两天能否处理账单,呃还不可以,呃还不可以,3.2,账单日前不能处理,no
1146,benrenshoucui,2.1,询问最近两天能否处理账单,在听了吗,在听了吗,-99.0,无效语义,invalid
2241,benrenshoucui,2.1,询问最近两天能否处理账单,哦好的好的好我知道我知道因为我在外地我晚上过去,哦好的好我知道因为我在外地我晚上过去,3.1,账单日前能处理,yes
770,benrenshoucui,2.1,询问最近两天能否处理账单,可以的可以的可以的,可以的可以的可以的,3.1,账单日前能处理,yes
1378,benrenshoucui,2.1,询问最近两天能否处理账单,行行行可以,行行行可以,3.1,账单日前能处理,yes
374,benrenshoucui,2.1,询问最近两天能否处理账单,我在学习也蛮不得,我在学习也蛮不得,-99.0,无效语义,invalid
1937,benrenshoucui,2.1,询问最近两天能否处理账单,哦哦哦哦知道知道知道,哦哦哦哦知道,3.1,账单日前能处理,yes
681,benrenshoucui,2.1,询问最近两天能否处理账单,处理不了不行,处理不了不行,3.2,账单日前不能处理,no
75,benrenshoucui,2.1,询问最近两天能否处理账单,那没办法,那没办法,3.2,账单日前不能处理,no
1300,benrenshoucui,2.1,询问最近两天能否处理账单,喂能能能,喂能,3.1,账单日前能处理,yes
585,benrenshoucui,2.1,询问最近两天能否处理账单,嗯短时间没办法,嗯短时间没办法,3.2,账单日前不能处理,no
21,benrenshoucui,2.1,询问最近两天能否处理账单,嗯我们不处理啊,嗯我们不处理啊,3.2,账单日前不能处理,no
351,benrenshoucui,2.1,询问最近两天能否处理账单,这两天不行不行我们这还没发,这两天不行我们这还没发,3.2,账单日前不能处理,no
555,benrenshoucui,2.1,询问最近两天能否处理账单,这两天不可能这两天不行你,这两天不可能这两天不行你,3.2,账单日前不能处理,no
1104,benrenshoucui,2.1,询问最近两天能否处理账单,啊没有我这段时间吃多点事把他还完了,啊没有我这段时间吃多点事把他还完了,-99.0,无效语义,invalid
1089,benrenshoucui,2.1,询问最近两天能否处理账单,你能不能听到有没声音,你能不能听到有没声音,-99.0,无效语义,invalid
1250,benrenshoucui,2.1,询问最近两天能否处理账单,看看,看看,-99.0,无效语义,invalid
1651,benrenshoucui,2.1,询问最近两天能否处理账单,哦好的好的忘了,哦好的忘了,3.1,账单日前能处理,yes
1344,benrenshoucui,2.1,询问最近两天能否处理账单,是啊,是啊,-99.0,无效语义,invalid
281,benrenshoucui,2.1,询问最近两天能否处理账单,额度的,额度的,-99.0,无效语义,invalid
740,benrenshoucui,2.1,询问最近两天能否处理账单,是是是,是,-99.0,无效语义,invalid
575,benrenshoucui,2.1,询问最近两天能否处理账单,没钱不能还款,没钱不能还款,3.2,账单日前不能处理,no
1493,benrenshoucui,2.1,询问最近两天能否处理账单,啊可以处理这最低的消费是多少钱,啊可以处理这最低的消费是多少钱,3.1,账单日前能处理,yes
302,benrenshoucui,2.1,询问最近两天能否处理账单,现在手里,现在手里,-99.0,无效语义,invalid
1467,benrenshoucui,2.1,询问最近两天能否处理账单,管理第一块的下去的,管理第一块的下去的,-99.0,无效语义,invalid
1532,benrenshoucui,2.1,询问最近两天能否处理账单,哦好我尽快去处理啊,哦好我尽快去处理啊,3.1,账单日前能处理,yes
2140,benrenshoucui,2.1,询问最近两天能否处理账单,我明天处理好吧,我明天处理好吧,3.1,账单日前能处理,yes
1705,benrenshoucui,2.1,询问最近两天能否处理账单,哦哦能能能我我最迟我明天处理我现在是在外面没在干我忘了吧这个事,哦能我最迟我明天处理我现在是在外面没在干我忘了吧这个事,3.1,账单日前能处理,yes
98,benrenshoucui,2.1,询问最近两天能否处理账单,啊行行行行这两天我就一张行吗哎哎哎好好好,啊行行这两天我就一张行吗哎好好好,3.1,账单日前能处理,yes
1279,benrenshoucui,2.1,询问最近两天能否处理账单,嗯能呢,嗯能呢,3.1,账单日前能处理,yes
525,benrenshoucui,2.1,询问最近两天能否处理账单,我的情况你们都知道吧现在很困难呢,我的情况你们都知道吧现在很困难呢,3.2,账单日前不能处理,no
412,benrenshoucui,2.1,询问最近两天能否处理账单,啊这两天不行啊,啊这两天不行啊,3.2,账单日前不能处理,no
999,benrenshoucui,2.1,询问最近两天能否处理账单,你能,你能,-99.0,无效语义,invalid
1086,benrenshoucui,2.1,询问最近两天能否处理账单,然后,然后,-99.0,无效语义,invalid
62,benrenshoucui,2.1,询问最近两天能否处理账单,我处理不起来马上钱没到位怎么办呢,我处理不起来马上钱没到位怎么办呢,3.2,账单日前不能处理,no
818,benrenshoucui,2.1,询问最近两天能否处理账单,没在,没在,-99.0,无效语义,invalid
1863,benrenshoucui,2.1,询问最近两天能否处理账单,可以可以对,可以对,3.1,账单日前能处理,yes
1926,benrenshoucui,2.1,询问最近两天能否处理账单,好行,好行,3.1,账单日前能处理,yes
1140,benrenshoucui,2.1,询问最近两天能否处理账单,我看一下好好处理一下啊,我看一下好好处理一下啊,3.1,账单日前能处理,yes
1133,benrenshoucui,2.1,询问最近两天能否处理账单,好冷的,好冷的,-99.0,无效语义,invalid
1968,benrenshoucui,2.1,询问最近两天能否处理账单,嗯可以的谢谢,嗯可以的谢谢,3.1,账单日前能处理,yes
1358,benrenshoucui,2.1,询问最近两天能否处理账单,哎说话,哎说话,-99.0,无效语义,invalid
273,benrenshoucui,2.1,询问最近两天能否处理账单,应该还不行,应该还不行,3.2,账单日前不能处理,no
450,benrenshoucui,2.1,询问最近两天能否处理账单,哪哪,哪,-99.0,无效语义,invalid
1216,benrenshoucui,2.1,询问最近两天能否处理账单,现在是消息吗不对,现在是消息吗不对,-99.0,无效语义,invalid
1168,benrenshoucui,2.1,询问最近两天能否处理账单,好的好的,好的,3.1,账单日前能处理,yes
2077,benrenshoucui,2.1,询问最近两天能否处理账单,嗯好我知道了好好好我今天就处理啊,嗯好我知道了好好好我今天就处理啊,3.1,账单日前能处理,yes
1336,benrenshoucui,2.1,询问最近两天能否处理账单,我我我我才处理,我才处理,-99.0,无效语义,invalid
30,benrenshoucui,2.1,询问最近两天能否处理账单,我能那个我我能但是我没还吗我去还了,我能那个我能但是我没还吗我去还了,3.1,账单日前能处理,yes
96,benrenshoucui,2.1,询问最近两天能否处理账单,那暂时不行,那暂时不行,3.2,账单日前不能处理,no
1413,benrenshoucui,2.1,询问最近两天能否处理账单,啊你说啊,啊你说啊,-99.0,无效语义,invalid
1137,benrenshoucui,2.1,询问最近两天能否处理账单,一个星期,一个星期,3.1,账单日前能处理,yes
15,benrenshoucui,2.1,询问最近两天能否处理账单,还可以,还可以,-99.0,无效语义,invalid
1762,benrenshoucui,2.1,询问最近两天能否处理账单,行行行行行,行行行行行,3.1,账单日前能处理,yes
2118,benrenshoucui,2.1,询问最近两天能否处理账单,不是告诉你了啊我一会还啊,不是告诉你了啊我一会还啊,3.1,账单日前能处理,yes
1589,benrenshoucui,2.1,询问最近两天能否处理账单,怎么样,怎么样,-99.0,无效语义,invalid
1103,benrenshoucui,2.1,询问最近两天能否处理账单,啊是是是,啊是,-99.0,无效语义,invalid
1473,benrenshoucui,2.1,询问最近两天能否处理账单,嗯我明天处理吧,嗯我明天处理吧,3.1,账单日前能处理,yes
1972,benrenshoucui,2.1,询问最近两天能否处理账单,那那现在还款,那现在还款,3.1,账单日前能处理,yes
281,benrenshoucui,2.1,询问最近两天能否处理账单,啊行,啊行,3.1,账单日前能处理,yes
649,benrenshoucui,2.1,询问最近两天能否处理账单,哦好不行呢,哦好不行呢,3.2,账单日前不能处理,no
1455,benrenshoucui,2.1,询问最近两天能否处理账单,刚存完写说完了,刚存完写说完了,-99.0,无效语义,invalid
768,benrenshoucui,2.1,询问最近两天能否处理账单,你说买什么意思呀,你说买什么意思呀,-99.0,无效语义,invalid
731,benrenshoucui,2.1,询问最近两天能否处理账单,玲华玲华玲华啊,玲华玲华玲华啊,-99.0,无效语义,invalid
2148,benrenshoucui,2.1,询问最近两天能否处理账单,我中午去还了,我中午去还了,3.1,账单日前能处理,yes
2189,benrenshoucui,2.1,询问最近两天能否处理账单,可以可以可以的,可以的,3.1,账单日前能处理,yes
1944,benrenshoucui,2.1,询问最近两天能否处理账单,能能能能,能能能,3.1,账单日前能处理,yes
40,benrenshoucui,2.1,询问最近两天能否处理账单,写是不行的月日,写是不行的月日,3.2,账单日前不能处理,no
563,benrenshoucui,2.1,询问最近两天能否处理账单,什么没有做还款,什么没有做还款,-99.0,无效语义,invalid
1163,benrenshoucui,2.1,询问最近两天能否处理账单,我我现在现在现在想办法尽量,我现在想办法尽量,3.1,账单日前能处理,yes
791,benrenshoucui,2.1,询问最近两天能否处理账单,知道听清楚的,知道听清楚的,-99.0,无效语义,invalid
1535,benrenshoucui,2.1,询问最近两天能否处理账单,哦能,哦能,3.1,账单日前能处理,yes
148,benrenshoucui,2.1,询问最近两天能否处理账单,不能我也没注意收到信息,不能我也没注意收到信息,3.2,账单日前不能处理,no
198,benrenshoucui,2.1,询问最近两天能否处理账单,肯定不能,肯定不能,3.2,账单日前不能处理,no
1573,benrenshoucui,2.1,询问最近两天能否处理账单,啊好的啊,啊好的啊,3.1,账单日前能处理,yes
549,benrenshoucui,2.1,询问最近两天能否处理账单,他没有还款,他没有还款,-99.0,无效语义,invalid
1818,benrenshoucui,2.1,询问最近两天能否处理账单,可以可以可以好,可以好,3.1,账单日前能处理,yes
1092,benrenshoucui,2.1,询问最近两天能否处理账单,西藏号条吧,西藏号条吧,-99.0,无效语义,invalid
1419,benrenshoucui,2.1,询问最近两天能否处理账单,诶会会会会,诶会会会会,-99.0,无效语义,invalid
2022,benrenshoucui,2.1,询问最近两天能否处理账单,啊能可以,啊能可以,3.1,账单日前能处理,yes
392,benrenshoucui,2.1,询问最近两天能否处理账单,我尽快月底之前好像啊,我尽快月底之前好像啊,3.2,账单日前不能处理,no
1576,benrenshoucui,2.1,询问最近两天能否处理账单,你能能能,你能,-99.0,无效语义,invalid
476,benrenshoucui,2.1,询问最近两天能否处理账单,你能跟他处理不了,你能跟他处理不了,3.2,账单日前不能处理,no
1835,benrenshoucui,2.1,询问最近两天能否处理账单,嗯那麻烦能换吗,嗯那麻烦能换吗,-99.0,无效语义,invalid
533,benrenshoucui,2.1,询问最近两天能否处理账单,你等等我回来我我要打那个哦,你等等我回来我要打那个哦,-99.0,无效语义,invalid
376,benrenshoucui,2.1,询问最近两天能否处理账单,这两天估计不行啊,这两天估计不行啊,3.2,账单日前不能处理,no
1495,benrenshoucui,2.1,询问最近两天能否处理账单,难过了,难过了,-99.0,无效语义,invalid
581,benrenshoucui,2.1,询问最近两天能否处理账单,这两天应该不行吧要到跃进你看到月底,这两天应该不行吧要到跃进你看到月底,3.2,账单日前不能处理,no
428,benrenshoucui,2.1,询问最近两天能否处理账单,防不了安全混合很困难现在,防不了安全混合很困难现在,3.2,账单日前不能处理,no
608,benrenshoucui,2.1,询问最近两天能否处理账单,搞不定啊,搞不定啊,3.2,账单日前不能处理,no
399,benrenshoucui,2.1,询问最近两天能否处理账单,不是啊,不是啊,-99.0,无效语义,invalid
1316,benrenshoucui,2.1,询问最近两天能否处理账单,能处理啊我,能处理啊我,3.1,账单日前能处理,yes
471,benrenshoucui,2.1,询问最近两天能否处理账单,我这两天不处理,我这两天不处理,3.2,账单日前不能处理,no
2223,benrenshoucui,2.1,询问最近两天能否处理账单,对的嗯嗯没事你说,对的嗯没事你说,-99.0,无效语义,invalid
2013,benrenshoucui,2.1,询问最近两天能否处理账单,这两年,这两年,-99.0,无效语义,invalid
194,benrenshoucui,2.1,询问最近两天能否处理账单,出账单了,出账单了,-99.0,无效语义,invalid
449,benrenshoucui,2.1,询问最近两天能否处理账单,我知道知道我这个才下来还吗,我知道知道我这个才下来还吗,-99.0,无效语义,invalid
1291,benrenshoucui,2.1,询问最近两天能否处理账单,马上,马上,-99.0,无效语义,invalid
470,benrenshoucui,2.1,询问最近两天能否处理账单,请讲,请讲,-99.0,无效语义,invalid
174,benrenshoucui,2.1,询问最近两天能否处理账单,平平唉不行,平平唉不行,3.2,账单日前不能处理,no
1960,benrenshoucui,2.1,询问最近两天能否处理账单,好的知道了那我会再点赞你一下,好的知道了那我会再点赞你一下,3.1,账单日前能处理,yes
111,benrenshoucui,2.1,询问最近两天能否处理账单,请您处理不了,请您处理不了,3.2,账单日前不能处理,no
1233,benrenshoucui,2.1,询问最近两天能否处理账单,嗯行你这边发信息吧我我这边周转,嗯行你这边发信息吧我这边周转,3.1,账单日前能处理,yes
2171,benrenshoucui,2.1,询问最近两天能否处理账单,嗯这个现在还需要做什么,嗯这个现在还需要做什么,-99.0,无效语义,invalid
1421,benrenshoucui,2.1,询问最近两天能否处理账单,淘宝,淘宝,-99.0,无效语义,invalid
1662,benrenshoucui,2.1,询问最近两天能否处理账单,哎好的可以,哎好的可以,3.1,账单日前能处理,yes
1165,benrenshoucui,2.1,询问最近两天能否处理账单,啊能发信息丢了吗,啊能发信息丢了吗,-99.0,无效语义,invalid
1352,benrenshoucui,2.1,询问最近两天能否处理账单,哦那我赶快处理了这两天我们在打底我赶快处理了我我打个电话啊,哦那我赶快处理了这两天我们在打底我赶快处理了我打个电话啊,3.1,账单日前能处理,yes
1013,benrenshoucui,2.1,询问最近两天能否处理账单,哦我知道了可能还没看着我知道了我瞅我眼下,哦我知道了可能还没看着我知道了我瞅我眼下,3.1,账单日前能处理,yes
1765,benrenshoucui,2.1,询问最近两天能否处理账单,嗯差不多可以,嗯差不多可以,3.1,账单日前能处理,yes
1663,benrenshoucui,2.1,询问最近两天能否处理账单,嗯可以的可以的,嗯可以的可以的,3.1,账单日前能处理,yes
1034,benrenshoucui,2.1,询问最近两天能否处理账单,呃那等我有这个事事了,呃那等我有这个事事了,-99.0,无效语义,invalid
1866,benrenshoucui,2.1,询问最近两天能否处理账单,嗯嗯嗯明天就去处理嗯好的谢谢,嗯明天就去处理嗯好的谢谢,3.1,账单日前能处理,yes
761,benrenshoucui,2.1,询问最近两天能否处理账单,怎么会没做过,怎么会没做过,-99.0,无效语义,invalid
567,benrenshoucui,2.1,询问最近两天能否处理账单,恩最近没钱,恩最近没钱,3.2,账单日前不能处理,no
1227,benrenshoucui,2.1,询问最近两天能否处理账单,嗯可以的,嗯可以的,3.1,账单日前能处理,yes
404,benrenshoucui,2.1,询问最近两天能否处理账单,哦哦没有这两天没时间啊在开车在高速上面好,哦没有这两天没时间啊在开车在高速上面好,3.2,账单日前不能处理,no
1264,benrenshoucui,2.1,询问最近两天能否处理账单,嗯可能没办法,嗯可能没办法,3.2,账单日前不能处理,no
739,benrenshoucui,2.1,询问最近两天能否处理账单,就是说,就是说,-99.0,无效语义,invalid
956,benrenshoucui,2.1,询问最近两天能否处理账单,还没到吧,还没到吧,-99.0,无效语义,invalid
743,benrenshoucui,2.1,询问最近两天能否处理账单,这两天还行一定处理好因为老打电话来确实不好,这两天还行一定处理好因为老打电话来确实不好,3.1,账单日前能处理,yes
1734,benrenshoucui,2.1,询问最近两天能否处理账单,明天吧啊对明天,明天吧啊对明天,3.1,账单日前能处理,yes
1004,benrenshoucui,2.1,询问最近两天能否处理账单,嗯不会,嗯不会,-99.0,无效语义,invalid
961,benrenshoucui,2.1,询问最近两天能否处理账单,啊那能能,啊那能,3.1,账单日前能处理,yes
1340,benrenshoucui,2.1,询问最近两天能否处理账单,我昨天能处理能处理,我昨天能处理能处理,3.1,账单日前能处理,yes
